animal,block,family,sire,dam,trait,value
7929,11,B11.S3xD1,799,800,settling,1
7930,11,B11.S3xD1,799,800,settling,1
7931,11,B11.S3xD1,799,800,settling,1
7932,11,B11.S3xD1,799,800,settling,1
7933,11,B11.S3xD1,799,800,settling,1
7934,11,B11.S3xD1,799,800,settling,1
7935,11,B11.S3xD1,799,800,settling,0
7936,11,B11.S3xD1,799,800,settling,0
7937,11,B11.S3xD1,799,800,settling,0
7938,11,B11.S3xD1,799,800,settling,0
7939,11,B11.S3xD1,799,800,settling,0
7940,11,B11.S3xD1,799,800,settling,0
7941,11,B11.S3xD1,799,800,settling,0
7942,11,B11.S3xD1,799,800,settling,0
7943,11,B11.S3xD1,799,800,settling,0
7944,11,B11.S3xD1,799,800,settling,0
7945,11,B11.S3xD1,799,800,settling,0
7946,11,B11.S3xD1,799,800,settling,0
7947,11,B11.S3xD1,799,800,settling,0
7948,11,B11.S3xD1,799,800,settling,1
7949,11,B11.S3xD1,799,800,settling,1
7950,11,B11.S3xD1,799,800,settling,1
7951,11,B11.S3xD1,799,800,settling,0
7952,11,B11.S3xD1,799,800,settling,0
7953,11,B11.S3xD1,799,800,settling,0
7954,11,B11.S3xD1,799,800,settling,0
7955,11,B11.S3xD1,799,800,settling,0
7956,11,B11.S3xD1,799,800,settling,0
7957,11,B11.S3xD1,799,800,settling,0
7958,11,B11.S3xD1,799,800,settling,0
7959,11,B11.S3xD1,799,800,settling,0
7960,11,B11.S3xD1,799,800,settling,0
7961,11,B11.S3xD1,799,800,settling,0
7962,11,B11.S3xD1,799,800,settling,0
7963,11,B11.S3xD1,799,800,settling,0
648,11,B11.S3xD2,799,801,h.length,214.32
648,11,B11.S3xD2,799,801,n.length,401.56
649,11,B11.S3xD2,799,801,h.length,201.36
649,11,B11.S3xD2,799,801,n.length,436.21
650,11,B11.S3xD2,799,801,h.length,211.74
650,11,B11.S3xD2,799,801,n.length,446.94
651,11,B11.S3xD2,799,801,h.length,210.66
651,11,B11.S3xD2,799,801,n.length,449.64
652,11,B11.S3xD2,799,801,h.length,212.04
652,11,B11.S3xD2,799,801,n.length,435.93
653,11,B11.S3xD2,799,801,h.length,206.23
653,11,B11.S3xD2,799,801,n.length,438.49
654,11,B11.S3xD2,799,801,h.length,202.96
654,11,B11.S3xD2,799,801,n.length,453.52
655,11,B11.S3xD2,799,801,h.length,206.41
655,11,B11.S3xD2,799,801,n.length,435.97
656,11,B11.S3xD2,799,801,h.length,220.57
656,11,B11.S3xD2,799,801,n.length,438.58
657,11,B11.S3xD2,799,801,h.length,207.16
657,11,B11.S3xD2,799,801,n.length,436.34
658,11,B11.S3xD2,799,801,h.length,212.97
658,11,B11.S3xD2,799,801,n.length,411.62
659,11,B11.S3xD2,799,801,h.length,203.37
659,11,B11.S3xD2,799,801,n.length,432.81
3129,11,B11.S3xD2,799,801,hatching,1
3130,11,B11.S3xD2,799,801,hatching,1
3131,11,B11.S3xD2,799,801,hatching,1
3132,11,B11.S3xD2,799,801,hatching,1
3133,11,B11.S3xD2,799,801,hatching,1
3134,11,B11.S3xD2,799,801,hatching,1
3135,11,B11.S3xD2,799,801,hatching,1
3136,11,B11.S3xD2,799,801,hatching,1
3137,11,B11.S3xD2,799,801,hatching,1
3138,11,B11.S3xD2,799,801,hatching,1
3139,11,B11.S3xD2,799,801,hatching,1
3140,11,B11.S3xD2,799,801,hatching,1
3141,11,B11.S3xD2,799,801,hatching,1
3142,11,B11.S3xD2,799,801,hatching,1
3143,11,B11.S3xD2,799,801,hatching,1
3144,11,B11.S3xD2,799,801,hatching,1
3145,11,B11.S3xD2,799,801,hatching,0
3146,11,B11.S3xD2,799,801,hatching,0
3147,11,B11.S3xD2,799,801,hatching,0
3148,11,B11.S3xD2,799,801,hatching,0
3149,11,B11.S3xD2,799,801,hatching,0
3150,11,B11.S3xD2,799,801,hatching,1
3151,11,B11.S3xD2,799,801,hatching,1
3152,11,B11.S3xD2,799,801,hatching,1
3153,11,B11.S3xD2,799,801,hatching,1
3154,11,B11.S3xD2,799,801,hatching,1
3155,11,B11.S3xD2,799,801,hatching,1
3156,11,B11.S3xD2,799,801,hatching,1
3157,11,B11.S3xD2,799,801,hatching,1
3158,11,B11.S3xD2,799,801,hatching,1
3159,11,B11.S3xD2,799,801,hatching,1
3160,11,B11.S3xD2,799,801,hatching,1
3161,11,B11.S3xD2,799,801,hatching,1
3162,11,B11.S3xD2,799,801,hatching,1
3163,11,B11.S3xD2,799,801,hatching,1
3164,11,B11.S3xD2,799,801,hatching,1
3165,11,B11.S3xD2,799,801,hatching,0
3166,11,B11.S3xD2,799,801,hatching,0
3167,11,B11.S3xD2,799,801,hatching,0
3168,11,B11.S3xD2,799,801,hatching,0
3169,11,B11.S3xD2,799,801,hatching,0
7964,11,B11.S3xD2,799,801,settling,1
7965,11,B11.S3xD2,799,801,settling,1
7966,11,B11.S3xD2,799,801,settling,1
7967,11,B11.S3xD2,799,801,settling,1
7968,11,B11.S3xD2,799,801,settling,1
7969,11,B11.S3xD2,799,801,settling,1
7970,11,B11.S3xD2,799,801,settling,1
7971,11,B11.S3xD2,799,801,settling,1
7972,11,B11.S3xD2,799,801,settling,1
7973,11,B11.S3xD2,799,801,settling,1
7974,11,B11.S3xD2,799,801,settling,1
7975,11,B11.S3xD2,799,801,settling,1
7976,11,B11.S3xD2,799,801,settling,1
7977,11,B11.S3xD2,799,801,settling,1
7978,11,B11.S3xD2,799,801,settling,1
7979,11,B11.S3xD2,799,801,settling,1
7980,11,B11.S3xD2,799,801,settling,1
7981,11,B11.S3xD2,799,801,settling,1
7982,11,B11.S3xD2,799,801,settling,0
7983,11,B11.S3xD2,799,801,settling,0
7984,11,B11.S3xD2,799,801,settling,0
7985,11,B11.S3xD2,799,801,settling,0
7986,11,B11.S3xD2,799,801,settling,0
7987,11,B11.S3xD2,799,801,settling,0
7988,11,B11.S3xD2,799,801,settling,0
7989,11,B11.S3xD2,799,801,settling,0
7990,11,B11.S3xD2,799,801,settling,0
7991,11,B11.S3xD2,799,801,settling,0
7992,11,B11.S3xD2,799,801,settling,0
7993,11,B11.S3xD2,799,801,settling,1
7994,11,B11.S3xD2,799,801,settling,1
7995,11,B11.S3xD2,799,801,settling,1
7996,11,B11.S3xD2,799,801,settling,1
7997,11,B11.S3xD2,799,801,settling,1
7998,11,B11.S3xD2,799,801,settling,1
7999,11,B11.S3xD2,799,801,settling,0
8000,11,B11.S3xD2,799,801,settling,0
8001,11,B11.S3xD2,799,801,settling,0
8002,11,B11.S3xD2,799,801,settling,0
8003,11,B11.S3xD2,799,801,settling,0
8004,11,B11.S3xD2,799,801,settling,0
8005,11,B11.S3xD2,799,801,settling,0
8006,11,B11.S3xD2,799,801,settling,0
8007,11,B11.S3xD2,799,801,settling,0
8008,11,B11.S3xD2,799,801,settling,0
8009,11,B11.S3xD2,799,801,settling,0
8010,11,B11.S3xD2,799,801,settling,0
8011,11,B11.S3xD2,799,801,settling,0
8012,11,B11.S3xD2,799,801,settling,0
8013,11,B11.S3xD2,799,801,settling,1
8014,11,B11.S3xD2,799,801,settling,1
8015,11,B11.S3xD2,799,801,settling,1
8016,11,B11.S3xD2,799,801,settling,1
8017,11,B11.S3xD2,799,801,settling,1
8018,11,B11.S3xD2,799,801,settling,1
8019,11,B11.S3xD2,799,801,settling,1
8020,11,B11.S3xD2,799,801,settling,1
8021,11,B11.S3xD2,799,801,settling,0
8022,11,B11.S3xD2,799,801,settling,0
8023,11,B11.S3xD2,799,801,settling,0
8024,11,B11.S3xD2,799,801,settling,0
8025,11,B11.S3xD2,799,801,settling,0
8026,11,B11.S3xD2,799,801,settling,0
8027,11,B11.S3xD2,799,801,settling,0
8028,11,B11.S3xD2,799,801,settling,0
8029,11,B11.S3xD2,799,801,settling,0
8030,11,B11.S3xD2,799,801,settling,0
8031,11,B11.S3xD2,799,801,settling,0
660,11,B11.S3xD3,799,802,h.length,213.81
660,11,B11.S3xD3,799,802,n.length,413.16
661,11,B11.S3xD3,799,802,h.length,201.61
661,11,B11.S3xD3,799,802,n.length,499.47
662,11,B11.S3xD3,799,802,h.length,207.92
662,11,B11.S3xD3,799,802,n.length,455.75
663,11,B11.S3xD3,799,802,h.length,210.34
663,11,B11.S3xD3,799,802,n.length,485.36
664,11,B11.S3xD3,799,802,h.length,207.79
664,11,B11.S3xD3,799,802,n.length,470.02
665,11,B11.S3xD3,799,802,h.length,200.97
665,11,B11.S3xD3,799,802,n.length,476.38
666,11,B11.S3xD3,799,802,h.length,202.05
666,11,B11.S3xD3,799,802,n.length,452.1
667,11,B11.S3xD3,799,802,h.length,211.45
667,11,B11.S3xD3,799,802,n.length,481.46
668,11,B11.S3xD3,799,802,h.length,203.54
668,11,B11.S3xD3,799,802,n.length,480.7
669,11,B11.S3xD3,799,802,h.length,220.01
669,11,B11.S3xD3,799,802,n.length,464.78
670,11,B11.S3xD3,799,802,h.length,203.58
670,11,B11.S3xD3,799,802,n.length,475.14
671,11,B11.S3xD3,799,802,h.length,199.31
671,11,B11.S3xD3,799,802,n.length,474.41
3170,11,B11.S3xD3,799,802,hatching,1
3171,11,B11.S3xD3,799,802,hatching,1
3172,11,B11.S3xD3,799,802,hatching,1
3173,11,B11.S3xD3,799,802,hatching,1
3174,11,B11.S3xD3,799,802,hatching,1
3175,11,B11.S3xD3,799,802,hatching,1
3176,11,B11.S3xD3,799,802,hatching,1
3177,11,B11.S3xD3,799,802,hatching,1
3178,11,B11.S3xD3,799,802,hatching,1
3179,11,B11.S3xD3,799,802,hatching,1
3180,11,B11.S3xD3,799,802,hatching,1
3181,11,B11.S3xD3,799,802,hatching,1
3182,11,B11.S3xD3,799,802,hatching,1
3183,11,B11.S3xD3,799,802,hatching,1
3184,11,B11.S3xD3,799,802,hatching,1
3185,11,B11.S3xD3,799,802,hatching,1
3186,11,B11.S3xD3,799,802,hatching,1
3187,11,B11.S3xD3,799,802,hatching,1
3188,11,B11.S3xD3,799,802,hatching,1
3189,11,B11.S3xD3,799,802,hatching,1
3190,11,B11.S3xD3,799,802,hatching,1
3191,11,B11.S3xD3,799,802,hatching,1
3192,11,B11.S3xD3,799,802,hatching,1
3193,11,B11.S3xD3,799,802,hatching,1
3194,11,B11.S3xD3,799,802,hatching,1
3195,11,B11.S3xD3,799,802,hatching,0
3196,11,B11.S3xD3,799,802,hatching,0
3197,11,B11.S3xD3,799,802,hatching,0
3198,11,B11.S3xD3,799,802,hatching,0
8032,11,B11.S3xD3,799,802,settling,1
8033,11,B11.S3xD3,799,802,settling,1
8034,11,B11.S3xD3,799,802,settling,1
8035,11,B11.S3xD3,799,802,settling,1
8036,11,B11.S3xD3,799,802,settling,1
8037,11,B11.S3xD3,799,802,settling,1
8038,11,B11.S3xD3,799,802,settling,1
8039,11,B11.S3xD3,799,802,settling,1
8040,11,B11.S3xD3,799,802,settling,1
8041,11,B11.S3xD3,799,802,settling,0
8042,11,B11.S3xD3,799,802,settling,0
8043,11,B11.S3xD3,799,802,settling,0
8044,11,B11.S3xD3,799,802,settling,0
8045,11,B11.S3xD3,799,802,settling,0
8046,11,B11.S3xD3,799,802,settling,0
8047,11,B11.S3xD3,799,802,settling,0
8048,11,B11.S3xD3,799,802,settling,0
8049,11,B11.S3xD3,799,802,settling,1
8050,11,B11.S3xD3,799,802,settling,1
8051,11,B11.S3xD3,799,802,settling,1
8052,11,B11.S3xD3,799,802,settling,1
8053,11,B11.S3xD3,799,802,settling,1
8054,11,B11.S3xD3,799,802,settling,1
8055,11,B11.S3xD3,799,802,settling,1
8056,11,B11.S3xD3,799,802,settling,1
8057,11,B11.S3xD3,799,802,settling,1
8058,11,B11.S3xD3,799,802,settling,1
8059,11,B11.S3xD3,799,802,settling,1
8060,11,B11.S3xD3,799,802,settling,0
8061,11,B11.S3xD3,799,802,settling,0
8062,11,B11.S3xD3,799,802,settling,0
8063,11,B11.S3xD3,799,802,settling,0
8064,11,B11.S3xD3,799,802,settling,0
8065,11,B11.S3xD3,799,802,settling,0
8066,11,B11.S3xD3,799,802,settling,0
8067,11,B11.S3xD3,799,802,settling,1
8068,11,B11.S3xD3,799,802,settling,1
8069,11,B11.S3xD3,799,802,settling,1
8070,11,B11.S3xD3,799,802,settling,1
8071,11,B11.S3xD3,799,802,settling,1
8072,11,B11.S3xD3,799,802,settling,0
8073,11,B11.S3xD3,799,802,settling,0
8074,11,B11.S3xD3,799,802,settling,0
8075,11,B11.S3xD3,799,802,settling,0
8076,11,B11.S3xD3,799,802,settling,0
8077,11,B11.S3xD3,799,802,settling,0
8078,11,B11.S3xD3,799,802,settling,0
8079,11,B11.S3xD3,799,802,settling,0
8080,11,B11.S3xD3,799,802,settling,0
8081,11,B11.S3xD3,799,802,settling,0
8082,11,B11.S3xD3,799,802,settling,0
8083,11,B11.S3xD3,799,802,settling,0
8084,11,B11.S3xD3,799,802,settling,0
8085,11,B11.S3xD3,799,802,settling,0
8086,11,B11.S3xD3,799,802,settling,0
8087,11,B11.S3xD3,799,802,settling,0
689,12,B12.S1xD1,803,806,h.length,203.29
689,12,B12.S1xD1,803,806,n.length,450.45
690,12,B12.S1xD1,803,806,h.length,200.92
690,12,B12.S1xD1,803,806,n.length,466.75
691,12,B12.S1xD1,803,806,h.length,189.3
691,12,B12.S1xD1,803,806,n.length,400.41
692,12,B12.S1xD1,803,806,h.length,203.86
692,12,B12.S1xD1,803,806,n.length,434.5
693,12,B12.S1xD1,803,806,h.length,209.51
693,12,B12.S1xD1,803,806,n.length,450.9
694,12,B12.S1xD1,803,806,h.length,197.11
694,12,B12.S1xD1,803,806,n.length,464.97
695,12,B12.S1xD1,803,806,h.length,207.46
695,12,B12.S1xD1,803,806,n.length,448.78
696,12,B12.S1xD1,803,806,h.length,205.05
696,12,B12.S1xD1,803,806,n.length,465.77
697,12,B12.S1xD1,803,806,h.length,216.06
697,12,B12.S1xD1,803,806,n.length,468.24
698,12,B12.S1xD1,803,806,h.length,207.69
698,12,B12.S1xD1,803,806,n.length,455.53
699,12,B12.S1xD1,803,806,h.length,209.73
699,12,B12.S1xD1,803,806,n.length,462.9
700,12,B12.S1xD1,803,806,h.length,206.3
700,12,B12.S1xD1,803,806,n.length,468.36
3199,12,B12.S1xD1,803,806,hatching,1
3200,12,B12.S1xD1,803,806,hatching,1
3201,12,B12.S1xD1,803,806,hatching,1
3202,12,B12.S1xD1,803,806,hatching,1
3203,12,B12.S1xD1,803,806,hatching,1
3204,12,B12.S1xD1,803,806,hatching,1
3205,12,B12.S1xD1,803,806,hatching,1
3206,12,B12.S1xD1,803,806,hatching,1
3207,12,B12.S1xD1,803,806,hatching,1
3208,12,B12.S1xD1,803,806,hatching,1
3209,12,B12.S1xD1,803,806,hatching,1
3210,12,B12.S1xD1,803,806,hatching,1
3211,12,B12.S1xD1,803,806,hatching,1
3212,12,B12.S1xD1,803,806,hatching,1
3213,12,B12.S1xD1,803,806,hatching,1
3214,12,B12.S1xD1,803,806,hatching,1
3215,12,B12.S1xD1,803,806,hatching,1
3216,12,B12.S1xD1,803,806,hatching,1
3217,12,B12.S1xD1,803,806,hatching,1
3218,12,B12.S1xD1,803,806,hatching,1
3219,12,B12.S1xD1,803,806,hatching,1
3220,12,B12.S1xD1,803,806,hatching,1
3221,12,B12.S1xD1,803,806,hatching,1
3222,12,B12.S1xD1,803,806,hatching,1
3223,12,B12.S1xD1,803,806,hatching,1
3224,12,B12.S1xD1,803,806,hatching,1
3225,12,B12.S1xD1,803,806,hatching,1
3226,12,B12.S1xD1,803,806,hatching,1
3227,12,B12.S1xD1,803,806,hatching,1
3228,12,B12.S1xD1,803,806,hatching,1
3229,12,B12.S1xD1,803,806,hatching,1
3230,12,B12.S1xD1,803,806,hatching,1
3231,12,B12.S1xD1,803,806,hatching,1
3232,12,B12.S1xD1,803,806,hatching,1
3233,12,B12.S1xD1,803,806,hatching,1
3234,12,B12.S1xD1,803,806,hatching,1
3235,12,B12.S1xD1,803,806,hatching,1
3236,12,B12.S1xD1,803,806,hatching,1
3237,12,B12.S1xD1,803,806,hatching,1
3238,12,B12.S1xD1,803,806,hatching,1
3239,12,B12.S1xD1,803,806,hatching,1
3240,12,B12.S1xD1,803,806,hatching,1
3241,12,B12.S1xD1,803,806,hatching,1
3242,12,B12.S1xD1,803,806,hatching,1
3243,12,B12.S1xD1,803,806,hatching,1
3244,12,B12.S1xD1,803,806,hatching,1
8088,12,B12.S1xD1,803,806,settling,1
8089,12,B12.S1xD1,803,806,settling,1
8090,12,B12.S1xD1,803,806,settling,1
8091,12,B12.S1xD1,803,806,settling,1
8092,12,B12.S1xD1,803,806,settling,1
8093,12,B12.S1xD1,803,806,settling,1
8094,12,B12.S1xD1,803,806,settling,1
8095,12,B12.S1xD1,803,806,settling,1
8096,12,B12.S1xD1,803,806,settling,1
8097,12,B12.S1xD1,803,806,settling,1
8098,12,B12.S1xD1,803,806,settling,0
8099,12,B12.S1xD1,803,806,settling,0
8100,12,B12.S1xD1,803,806,settling,0
8101,12,B12.S1xD1,803,806,settling,0
8102,12,B12.S1xD1,803,806,settling,0
8103,12,B12.S1xD1,803,806,settling,0
8104,12,B12.S1xD1,803,806,settling,0
8105,12,B12.S1xD1,803,806,settling,0
8106,12,B12.S1xD1,803,806,settling,0
8107,12,B12.S1xD1,803,806,settling,1
8108,12,B12.S1xD1,803,806,settling,1
8109,12,B12.S1xD1,803,806,settling,1
8110,12,B12.S1xD1,803,806,settling,1
8111,12,B12.S1xD1,803,806,settling,1
8112,12,B12.S1xD1,803,806,settling,1
8113,12,B12.S1xD1,803,806,settling,1
8114,12,B12.S1xD1,803,806,settling,1
8115,12,B12.S1xD1,803,806,settling,1
8116,12,B12.S1xD1,803,806,settling,1
8117,12,B12.S1xD1,803,806,settling,0
8118,12,B12.S1xD1,803,806,settling,0
8119,12,B12.S1xD1,803,806,settling,0
8120,12,B12.S1xD1,803,806,settling,0
8121,12,B12.S1xD1,803,806,settling,0
8122,12,B12.S1xD1,803,806,settling,0
8123,12,B12.S1xD1,803,806,settling,0
8124,12,B12.S1xD1,803,806,settling,0
8125,12,B12.S1xD1,803,806,settling,0
8126,12,B12.S1xD1,803,806,settling,1
8127,12,B12.S1xD1,803,806,settling,1
8128,12,B12.S1xD1,803,806,settling,1
8129,12,B12.S1xD1,803,806,settling,1
8130,12,B12.S1xD1,803,806,settling,1
8131,12,B12.S1xD1,803,806,settling,1
8132,12,B12.S1xD1,803,806,settling,0
8133,12,B12.S1xD1,803,806,settling,0
8134,12,B12.S1xD1,803,806,settling,0
8135,12,B12.S1xD1,803,806,settling,0
8136,12,B12.S1xD1,803,806,settling,0
8137,12,B12.S1xD1,803,806,settling,0
8138,12,B12.S1xD1,803,806,settling,0
8139,12,B12.S1xD1,803,806,settling,0
8140,12,B12.S1xD1,803,806,settling,0
8141,12,B12.S1xD1,803,806,settling,0
8142,12,B12.S1xD1,803,806,settling,0
701,12,B12.S1xD2,803,807,h.length,201.11
701,12,B12.S1xD2,803,807,n.length,400.54
702,12,B12.S1xD2,803,807,h.length,195.04
702,12,B12.S1xD2,803,807,n.length,420.93
703,12,B12.S1xD2,803,807,h.length,209.42
703,12,B12.S1xD2,803,807,n.length,414.45
704,12,B12.S1xD2,803,807,h.length,207.78
704,12,B12.S1xD2,803,807,n.length,407.04
705,12,B12.S1xD2,803,807,h.length,201.78
705,12,B12.S1xD2,803,807,n.length,411.42
706,12,B12.S1xD2,803,807,h.length,192.17
706,12,B12.S1xD2,803,807,n.length,408.41
707,12,B12.S1xD2,803,807,h.length,202.32
707,12,B12.S1xD2,803,807,n.length,429.93
708,12,B12.S1xD2,803,807,h.length,207.33
708,12,B12.S1xD2,803,807,n.length,430.61
709,12,B12.S1xD2,803,807,h.length,193.02
709,12,B12.S1xD2,803,807,n.length,411.88
710,12,B12.S1xD2,803,807,h.length,185.89
710,12,B12.S1xD2,803,807,n.length,416.22
711,12,B12.S1xD2,803,807,h.length,200.96
711,12,B12.S1xD2,803,807,n.length,443.66
712,12,B12.S1xD2,803,807,h.length,208.26
712,12,B12.S1xD2,803,807,n.length,447.39
3245,12,B12.S1xD2,803,807,hatching,1
3246,12,B12.S1xD2,803,807,hatching,1
3247,12,B12.S1xD2,803,807,hatching,1
3248,12,B12.S1xD2,803,807,hatching,1
3249,12,B12.S1xD2,803,807,hatching,1
3250,12,B12.S1xD2,803,807,hatching,1
3251,12,B12.S1xD2,803,807,hatching,1
3252,12,B12.S1xD2,803,807,hatching,1
3253,12,B12.S1xD2,803,807,hatching,1
3254,12,B12.S1xD2,803,807,hatching,1
3255,12,B12.S1xD2,803,807,hatching,1
3256,12,B12.S1xD2,803,807,hatching,1
3257,12,B12.S1xD2,803,807,hatching,1
3258,12,B12.S1xD2,803,807,hatching,1
3259,12,B12.S1xD2,803,807,hatching,1
3260,12,B12.S1xD2,803,807,hatching,1
3261,12,B12.S1xD2,803,807,hatching,1
3262,12,B12.S1xD2,803,807,hatching,1
3263,12,B12.S1xD2,803,807,hatching,0
3264,12,B12.S1xD2,803,807,hatching,1
3265,12,B12.S1xD2,803,807,hatching,1
3266,12,B12.S1xD2,803,807,hatching,1
3267,12,B12.S1xD2,803,807,hatching,1
3268,12,B12.S1xD2,803,807,hatching,1
3269,12,B12.S1xD2,803,807,hatching,1
3270,12,B12.S1xD2,803,807,hatching,1
3271,12,B12.S1xD2,803,807,hatching,1
3272,12,B12.S1xD2,803,807,hatching,1
3273,12,B12.S1xD2,803,807,hatching,1
3274,12,B12.S1xD2,803,807,hatching,1
3275,12,B12.S1xD2,803,807,hatching,1
3276,12,B12.S1xD2,803,807,hatching,1
3277,12,B12.S1xD2,803,807,hatching,1
3278,12,B12.S1xD2,803,807,hatching,1
3279,12,B12.S1xD2,803,807,hatching,0
3280,12,B12.S1xD2,803,807,hatching,1
3281,12,B12.S1xD2,803,807,hatching,1
3282,12,B12.S1xD2,803,807,hatching,1
3283,12,B12.S1xD2,803,807,hatching,1
3284,12,B12.S1xD2,803,807,hatching,1
3285,12,B12.S1xD2,803,807,hatching,1
3286,12,B12.S1xD2,803,807,hatching,1
3287,12,B12.S1xD2,803,807,hatching,1
3288,12,B12.S1xD2,803,807,hatching,1
3289,12,B12.S1xD2,803,807,hatching,1
3290,12,B12.S1xD2,803,807,hatching,1
3291,12,B12.S1xD2,803,807,hatching,1
3292,12,B12.S1xD2,803,807,hatching,1
3293,12,B12.S1xD2,803,807,hatching,0
8143,12,B12.S1xD2,803,807,settling,1
8144,12,B12.S1xD2,803,807,settling,1
8145,12,B12.S1xD2,803,807,settling,1
8146,12,B12.S1xD2,803,807,settling,0
8147,12,B12.S1xD2,803,807,settling,0
8148,12,B12.S1xD2,803,807,settling,0
8149,12,B12.S1xD2,803,807,settling,0
8150,12,B12.S1xD2,803,807,settling,0
8151,12,B12.S1xD2,803,807,settling,0
8152,12,B12.S1xD2,803,807,settling,0
8153,12,B12.S1xD2,803,807,settling,0
8154,12,B12.S1xD2,803,807,settling,0
8155,12,B12.S1xD2,803,807,settling,0
8156,12,B12.S1xD2,803,807,settling,0
8157,12,B12.S1xD2,803,807,settling,0
8158,12,B12.S1xD2,803,807,settling,0
8159,12,B12.S1xD2,803,807,settling,1
8160,12,B12.S1xD2,803,807,settling,1
8161,12,B12.S1xD2,803,807,settling,1
8162,12,B12.S1xD2,803,807,settling,1
8163,12,B12.S1xD2,803,807,settling,1
8164,12,B12.S1xD2,803,807,settling,1
8165,12,B12.S1xD2,803,807,settling,1
8166,12,B12.S1xD2,803,807,settling,1
8167,12,B12.S1xD2,803,807,settling,1
8168,12,B12.S1xD2,803,807,settling,1
8169,12,B12.S1xD2,803,807,settling,1
8170,12,B12.S1xD2,803,807,settling,1
8171,12,B12.S1xD2,803,807,settling,1
8172,12,B12.S1xD2,803,807,settling,0
8173,12,B12.S1xD2,803,807,settling,0
8174,12,B12.S1xD2,803,807,settling,0
8175,12,B12.S1xD2,803,807,settling,0
8176,12,B12.S1xD2,803,807,settling,0
8177,12,B12.S1xD2,803,807,settling,0
8178,12,B12.S1xD2,803,807,settling,0
8179,12,B12.S1xD2,803,807,settling,0
8180,12,B12.S1xD2,803,807,settling,0
8181,12,B12.S1xD2,803,807,settling,1
8182,12,B12.S1xD2,803,807,settling,1
8183,12,B12.S1xD2,803,807,settling,1
8184,12,B12.S1xD2,803,807,settling,1
8185,12,B12.S1xD2,803,807,settling,1
8186,12,B12.S1xD2,803,807,settling,1
8187,12,B12.S1xD2,803,807,settling,1
8188,12,B12.S1xD2,803,807,settling,1
8189,12,B12.S1xD2,803,807,settling,1
8190,12,B12.S1xD2,803,807,settling,1
8191,12,B12.S1xD2,803,807,settling,1
8192,12,B12.S1xD2,803,807,settling,0
8193,12,B12.S1xD2,803,807,settling,0
8194,12,B12.S1xD2,803,807,settling,0
8195,12,B12.S1xD2,803,807,settling,0
8196,12,B12.S1xD2,803,807,settling,0
8197,12,B12.S1xD2,803,807,settling,0
8198,12,B12.S1xD2,803,807,settling,0
8199,12,B12.S1xD2,803,807,settling,0
8200,12,B12.S1xD2,803,807,settling,0
713,12,B12.S1xD3,803,808,h.length,213.4
713,12,B12.S1xD3,803,808,n.length,452.21
714,12,B12.S1xD3,803,808,h.length,208.2
714,12,B12.S1xD3,803,808,n.length,467.32
715,12,B12.S1xD3,803,808,h.length,211.72
715,12,B12.S1xD3,803,808,n.length,456.01
716,12,B12.S1xD3,803,808,h.length,216.32
716,12,B12.S1xD3,803,808,n.length,427.82
717,12,B12.S1xD3,803,808,h.length,206.61
717,12,B12.S1xD3,803,808,n.length,481.25
718,12,B12.S1xD3,803,808,h.length,204.28
718,12,B12.S1xD3,803,808,n.length,470.21
719,12,B12.S1xD3,803,808,h.length,187.8
719,12,B12.S1xD3,803,808,n.length,431.71
720,12,B12.S1xD3,803,808,h.length,218.03
720,12,B12.S1xD3,803,808,n.length,359.36
721,12,B12.S1xD3,803,808,h.length,209.44
721,12,B12.S1xD3,803,808,n.length,427.43
722,12,B12.S1xD3,803,808,h.length,217.53
722,12,B12.S1xD3,803,808,n.length,488.62
723,12,B12.S1xD3,803,808,h.length,210.48
723,12,B12.S1xD3,803,808,n.length,467.76
724,12,B12.S1xD3,803,808,h.length,204.22
724,12,B12.S1xD3,803,808,n.length,457.96
3294,12,B12.S1xD3,803,808,hatching,1
3295,12,B12.S1xD3,803,808,hatching,1
3296,12,B12.S1xD3,803,808,hatching,1
3297,12,B12.S1xD3,803,808,hatching,1
3298,12,B12.S1xD3,803,808,hatching,1
3299,12,B12.S1xD3,803,808,hatching,1
3300,12,B12.S1xD3,803,808,hatching,1
3301,12,B12.S1xD3,803,808,hatching,1
3302,12,B12.S1xD3,803,808,hatching,1
3303,12,B12.S1xD3,803,808,hatching,1
3304,12,B12.S1xD3,803,808,hatching,1
3305,12,B12.S1xD3,803,808,hatching,1
3306,12,B12.S1xD3,803,808,hatching,1
3307,12,B12.S1xD3,803,808,hatching,1
3308,12,B12.S1xD3,803,808,hatching,1
3309,12,B12.S1xD3,803,808,hatching,1
3310,12,B12.S1xD3,803,808,hatching,1
3311,12,B12.S1xD3,803,808,hatching,1
3312,12,B12.S1xD3,803,808,hatching,1
3313,12,B12.S1xD3,803,808,hatching,1
3314,12,B12.S1xD3,803,808,hatching,1
3315,12,B12.S1xD3,803,808,hatching,1
3316,12,B12.S1xD3,803,808,hatching,1
3317,12,B12.S1xD3,803,808,hatching,1
3318,12,B12.S1xD3,803,808,hatching,1
3319,12,B12.S1xD3,803,808,hatching,1
3320,12,B12.S1xD3,803,808,hatching,1
3321,12,B12.S1xD3,803,808,hatching,1
3322,12,B12.S1xD3,803,808,hatching,1
3323,12,B12.S1xD3,803,808,hatching,1
3324,12,B12.S1xD3,803,808,hatching,1
