animal,block,family,sire,dam,trait,value
9049,14,B14.S3xD2,1249,1251,settling,1
9050,14,B14.S3xD2,1249,1251,settling,1
9051,14,B14.S3xD2,1249,1251,settling,1
9052,14,B14.S3xD2,1249,1251,settling,1
9053,14,B14.S3xD2,1249,1251,settling,1
9054,14,B14.S3xD2,1249,1251,settling,1
9055,14,B14.S3xD2,1249,1251,settling,1
9056,14,B14.S3xD2,1249,1251,settling,1
9057,14,B14.S3xD2,1249,1251,settling,1
9058,14,B14.S3xD2,1249,1251,settling,0
9059,14,B14.S3xD2,1249,1251,settling,0
9060,14,B14.S3xD2,1249,1251,settling,0
9061,14,B14.S3xD2,1249,1251,settling,0
9062,14,B14.S3xD2,1249,1251,settling,0
9063,14,B14.S3xD2,1249,1251,settling,0
1013,14,B14.S3xD3,1249,1252,h.length,176.64
1013,14,B14.S3xD3,1249,1252,n.length,459.04
1014,14,B14.S3xD3,1249,1252,h.length,195.34
1014,14,B14.S3xD3,1249,1252,n.length,475.41
1015,14,B14.S3xD3,1249,1252,h.length,205.73
1015,14,B14.S3xD3,1249,1252,n.length,476.06
1016,14,B14.S3xD3,1249,1252,h.length,200.67
1016,14,B14.S3xD3,1249,1252,n.length,466.39
1017,14,B14.S3xD3,1249,1252,h.length,197.59
1017,14,B14.S3xD3,1249,1252,n.length,466.19
1018,14,B14.S3xD3,1249,1252,h.length,203.1
1018,14,B14.S3xD3,1249,1252,n.length,469.44
1019,14,B14.S3xD3,1249,1252,h.length,187.19
1019,14,B14.S3xD3,1249,1252,n.length,455.3
1020,14,B14.S3xD3,1249,1252,h.length,184.11
1020,14,B14.S3xD3,1249,1252,n.length,457.11
1021,14,B14.S3xD3,1249,1252,h.length,198.03
1021,14,B14.S3xD3,1249,1252,n.length,474.4
1022,14,B14.S3xD3,1249,1252,h.length,202.37
1022,14,B14.S3xD3,1249,1252,n.length,487.7
1023,14,B14.S3xD3,1249,1252,h.length,194.67
1023,14,B14.S3xD3,1249,1252,n.length,478.37
1024,14,B14.S3xD3,1249,1252,h.length,175.04
1024,14,B14.S3xD3,1249,1252,n.length,456.31
4629,14,B14.S3xD3,1249,1252,hatching,1
4630,14,B14.S3xD3,1249,1252,hatching,1
4631,14,B14.S3xD3,1249,1252,hatching,1
4632,14,B14.S3xD3,1249,1252,hatching,1
4633,14,B14.S3xD3,1249,1252,hatching,1
4634,14,B14.S3xD3,1249,1252,hatching,1
4635,14,B14.S3xD3,1249,1252,hatching,1
4636,14,B14.S3xD3,1249,1252,hatching,1
4637,14,B14.S3xD3,1249,1252,hatching,1
4638,14,B14.S3xD3,1249,1252,hatching,1
4639,14,B14.S3xD3,1249,1252,hatching,1
4640,14,B14.S3xD3,1249,1252,hatching,1
4641,14,B14.S3xD3,1249,1252,hatching,1
4642,14,B14.S3xD3,1249,1252,hatching,1
4643,14,B14.S3xD3,1249,1252,hatching,1
4644,14,B14.S3xD3,1249,1252,hatching,1
4645,14,B14.S3xD3,1249,1252,hatching,1
4646,14,B14.S3xD3,1249,1252,hatching,1
4647,14,B14.S3xD3,1249,1252,hatching,1
4648,14,B14.S3xD3,1249,1252,hatching,1
4649,14,B14.S3xD3,1249,1252,hatching,1
4650,14,B14.S3xD3,1249,1252,hatching,1
4651,14,B14.S3xD3,1249,1252,hatching,1
4652,14,B14.S3xD3,1249,1252,hatching,1
4653,14,B14.S3xD3,1249,1252,hatching,1
4654,14,B14.S3xD3,1249,1252,hatching,1
4655,14,B14.S3xD3,1249,1252,hatching,1
4656,14,B14.S3xD3,1249,1252,hatching,1
4657,14,B14.S3xD3,1249,1252,hatching,1
4658,14,B14.S3xD3,1249,1252,hatching,1
4659,14,B14.S3xD3,1249,1252,hatching,1
4660,14,B14.S3xD3,1249,1252,hatching,1
4661,14,B14.S3xD3,1249,1252,hatching,1
4662,14,B14.S3xD3,1249,1252,hatching,1
4663,14,B14.S3xD3,1249,1252,hatching,1
4664,14,B14.S3xD3,1249,1252,hatching,1
4665,14,B14.S3xD3,1249,1252,hatching,1
4666,14,B14.S3xD3,1249,1252,hatching,1
4667,14,B14.S3xD3,1249,1252,hatching,1
4668,14,B14.S3xD3,1249,1252,hatching,1
4669,14,B14.S3xD3,1249,1252,hatching,1
4670,14,B14.S3xD3,1249,1252,hatching,1
4671,14,B14.S3xD3,1249,1252,hatching,1
4672,14,B14.S3xD3,1249,1252,hatching,1
4673,14,B14.S3xD3,1249,1252,hatching,1
4674,14,B14.S3xD3,1249,1252,hatching,1
4675,14,B14.S3xD3,1249,1252,hatching,1
4676,14,B14.S3xD3,1249,1252,hatching,1
4677,14,B14.S3xD3,1249,1252,hatching,1
4678,14,B14.S3xD3,1249,1252,hatching,1
4679,14,B14.S3xD3,1249,1252,hatching,1
4680,14,B14.S3xD3,1249,1252,hatching,1
4681,14,B14.S3xD3,1249,1252,hatching,1
4682,14,B14.S3xD3,1249,1252,hatching,1
4683,14,B14.S3xD3,1249,1252,hatching,1
4684,14,B14.S3xD3,1249,1252,hatching,1
4685,14,B14.S3xD3,1249,1252,hatching,1
4686,14,B14.S3xD3,1249,1252,hatching,1
4687,14,B14.S3xD3,1249,1252,hatching,1
9064,14,B14.S3xD3,1249,1252,settling,1
9065,14,B14.S3xD3,1249,1252,settling,1
9066,14,B14.S3xD3,1249,1252,settling,1
9067,14,B14.S3xD3,1249,1252,settling,1
9068,14,B14.S3xD3,1249,1252,settling,1
9069,14,B14.S3xD3,1249,1252,settling,1
9070,14,B14.S3xD3,1249,1252,settling,1
9071,14,B14.S3xD3,1249,1252,settling,1
9072,14,B14.S3xD3,1249,1252,settling,1
9073,14,B14.S3xD3,1249,1252,settling,0
9074,14,B14.S3xD3,1249,1252,settling,0
9075,14,B14.S3xD3,1249,1252,settling,0
9076,14,B14.S3xD3,1249,1252,settling,0
9077,14,B14.S3xD3,1249,1252,settling,0
9078,14,B14.S3xD3,1249,1252,settling,0
9079,14,B14.S3xD3,1249,1252,settling,0
9080,14,B14.S3xD3,1249,1252,settling,0
9081,14,B14.S3xD3,1249,1252,settling,0
9082,14,B14.S3xD3,1249,1252,settling,1
9083,14,B14.S3xD3,1249,1252,settling,1
9084,14,B14.S3xD3,1249,1252,settling,1
9085,14,B14.S3xD3,1249,1252,settling,1
9086,14,B14.S3xD3,1249,1252,settling,1
9087,14,B14.S3xD3,1249,1252,settling,1
9088,14,B14.S3xD3,1249,1252,settling,1
9089,14,B14.S3xD3,1249,1252,settling,1
9090,14,B14.S3xD3,1249,1252,settling,1
9091,14,B14.S3xD3,1249,1252,settling,1
9092,14,B14.S3xD3,1249,1252,settling,1
9093,14,B14.S3xD3,1249,1252,settling,1
9094,14,B14.S3xD3,1249,1252,settling,1
9095,14,B14.S3xD3,1249,1252,settling,1
9096,14,B14.S3xD3,1249,1252,settling,0
9097,14,B14.S3xD3,1249,1252,settling,0
9098,14,B14.S3xD3,1249,1252,settling,0
9099,14,B14.S3xD3,1249,1252,settling,0
9100,14,B14.S3xD3,1249,1252,settling,1
9101,14,B14.S3xD3,1249,1252,settling,1
9102,14,B14.S3xD3,1249,1252,settling,1
9103,14,B14.S3xD3,1249,1252,settling,1
9104,14,B14.S3xD3,1249,1252,settling,1
9105,14,B14.S3xD3,1249,1252,settling,1
9106,14,B14.S3xD3,1249,1252,settling,1
9107,14,B14.S3xD3,1249,1252,settling,1
9108,14,B14.S3xD3,1249,1252,settling,1
9109,14,B14.S3xD3,1249,1252,settling,1
9110,14,B14.S3xD3,1249,1252,settling,1
9111,14,B14.S3xD3,1249,1252,settling,1
9112,14,B14.S3xD3,1249,1252,settling,1
9113,14,B14.S3xD3,1249,1252,settling,0
9114,14,B14.S3xD3,1249,1252,settling,0
9115,14,B14.S3xD3,1249,1252,settling,0
9116,14,B14.S3xD3,1249,1252,settling,0
9117,14,B14.S3xD3,1249,1252,settling,0
9118,14,B14.S3xD3,1249,1252,settling,0
1025,15,B15.S1xD1,1253,1256,h.length,179.65
1025,15,B15.S1xD1,1253,1256,n.length,452.14
1026,15,B15.S1xD1,1253,1256,h.length,211.26
1026,15,B15.S1xD1,1253,1256,n.length,482.96
1027,15,B15.S1xD1,1253,1256,h.length,209.74
1027,15,B15.S1xD1,1253,1256,n.length,491.01
1028,15,B15.S1xD1,1253,1256,h.length,198.6
1028,15,B15.S1xD1,1253,1256,n.length,472.4
1029,15,B15.S1xD1,1253,1256,h.length,202.76
1029,15,B15.S1xD1,1253,1256,n.length,482.45
1030,15,B15.S1xD1,1253,1256,h.length,210.63
1030,15,B15.S1xD1,1253,1256,n.length,481.9
1031,15,B15.S1xD1,1253,1256,h.length,208.45
1031,15,B15.S1xD1,1253,1256,n.length,493.06
1032,15,B15.S1xD1,1253,1256,h.length,212.17
1032,15,B15.S1xD1,1253,1256,n.length,480.36
1033,15,B15.S1xD1,1253,1256,h.length,215.55
1033,15,B15.S1xD1,1253,1256,n.length,494.84
1034,15,B15.S1xD1,1253,1256,h.length,206.08
1034,15,B15.S1xD1,1253,1256,n.length,480.79
1035,15,B15.S1xD1,1253,1256,h.length,208.92
1035,15,B15.S1xD1,1253,1256,n.length,474.27
1036,15,B15.S1xD1,1253,1256,h.length,209.32
1036,15,B15.S1xD1,1253,1256,n.length,485.48
1037,15,B15.S1xD2,1253,1257,h.length,217.87
1037,15,B15.S1xD2,1253,1257,n.length,466.4
1038,15,B15.S1xD2,1253,1257,h.length,217.99
1038,15,B15.S1xD2,1253,1257,n.length,449.27
1039,15,B15.S1xD2,1253,1257,h.length,208.02
1039,15,B15.S1xD2,1253,1257,n.length,456.75
1040,15,B15.S1xD2,1253,1257,h.length,208.11
1040,15,B15.S1xD2,1253,1257,n.length,461.37
1041,15,B15.S1xD2,1253,1257,h.length,215.73
1041,15,B15.S1xD2,1253,1257,n.length,456.16
1042,15,B15.S1xD2,1253,1257,h.length,205.28
1042,15,B15.S1xD2,1253,1257,n.length,432.35
1043,15,B15.S1xD2,1253,1257,h.length,199.76
1043,15,B15.S1xD2,1253,1257,n.length,452.1
1044,15,B15.S1xD2,1253,1257,h.length,190.18
1044,15,B15.S1xD2,1253,1257,n.length,426.12
1045,15,B15.S1xD2,1253,1257,h.length,213.05
1045,15,B15.S1xD2,1253,1257,n.length,438.54
1046,15,B15.S1xD2,1253,1257,h.length,208.84
1046,15,B15.S1xD2,1253,1257,n.length,464.42
1047,15,B15.S1xD2,1253,1257,h.length,213.29
1047,15,B15.S1xD2,1253,1257,n.length,456.12
1048,15,B15.S1xD2,1253,1257,h.length,218.87
1048,15,B15.S1xD2,1253,1257,n.length,471.77
1049,15,B15.S1xD3,1253,1258,h.length,174.7
1049,15,B15.S1xD3,1253,1258,n.length,433.2
1050,15,B15.S1xD3,1253,1258,h.length,210.19
1050,15,B15.S1xD3,1253,1258,n.length,464.39
1051,15,B15.S1xD3,1253,1258,h.length,211.25
1051,15,B15.S1xD3,1253,1258,n.length,472.09
1052,15,B15.S1xD3,1253,1258,h.length,190.02
1052,15,B15.S1xD3,1253,1258,n.length,457.75
1053,15,B15.S1xD3,1253,1258,h.length,204.96
1053,15,B15.S1xD3,1253,1258,n.length,482.73
1054,15,B15.S1xD3,1253,1258,h.length,220.25
1054,15,B15.S1xD3,1253,1258,n.length,482.77
1055,15,B15.S1xD3,1253,1258,h.length,193.78
1055,15,B15.S1xD3,1253,1258,n.length,457.42
1056,15,B15.S1xD3,1253,1258,h.length,183.75
1056,15,B15.S1xD3,1253,1258,n.length,434.38
1057,15,B15.S1xD3,1253,1258,h.length,195.87
1057,15,B15.S1xD3,1253,1258,n.length,466.03
1058,15,B15.S1xD3,1253,1258,h.length,184.06
1058,15,B15.S1xD3,1253,1258,n.length,433.5
1059,15,B15.S1xD3,1253,1258,h.length,210.94
1059,15,B15.S1xD3,1253,1258,n.length,484.13
1060,15,B15.S1xD3,1253,1258,h.length,209.22
1060,15,B15.S1xD3,1253,1258,n.length,481.68
1061,15,B15.S2xD1,1254,1256,h.length,180.97
1061,15,B15.S2xD1,1254,1256,n.length,445.84
1062,15,B15.S2xD1,1254,1256,h.length,211.79
1062,15,B15.S2xD1,1254,1256,n.length,486.91
1063,15,B15.S2xD1,1254,1256,h.length,219.62
1063,15,B15.S2xD1,1254,1256,n.length,474.98
1064,15,B15.S2xD1,1254,1256,h.length,211.92
1064,15,B15.S2xD1,1254,1256,n.length,489.71
1065,15,B15.S2xD1,1254,1256,h.length,208.06
1065,15,B15.S2xD1,1254,1256,n.length,483.1
1066,15,B15.S2xD1,1254,1256,h.length,204.25
1066,15,B15.S2xD1,1254,1256,n.length,491.85
1067,15,B15.S2xD1,1254,1256,h.length,215.91
1067,15,B15.S2xD1,1254,1256,n.length,469.34
1068,15,B15.S2xD1,1254,1256,h.length,196.26
1068,15,B15.S2xD1,1254,1256,n.length,462.87
1069,15,B15.S2xD1,1254,1256,h.length,203.98
1069,15,B15.S2xD1,1254,1256,n.length,478.5
1070,15,B15.S2xD1,1254,1256,h.length,204.6
1070,15,B15.S2xD1,1254,1256,n.length,484.16
1071,15,B15.S2xD1,1254,1256,h.length,180.86
1071,15,B15.S2xD1,1254,1256,n.length,449.15
1072,15,B15.S2xD1,1254,1256,h.length,205.73
1072,15,B15.S2xD1,1254,1256,n.length,483.47
1073,15,B15.S2xD2,1254,1257,h.length,195.83
1073,15,B15.S2xD2,1254,1257,n.length,447.88
1074,15,B15.S2xD2,1254,1257,h.length,201.99
1074,15,B15.S2xD2,1254,1257,n.length,476.31
1075,15,B15.S2xD2,1254,1257,h.length,199.63
1075,15,B15.S2xD2,1254,1257,n.length,466.71
1076,15,B15.S2xD2,1254,1257,h.length,214.99
1076,15,B15.S2xD2,1254,1257,n.length,472.83
1077,15,B15.S2xD2,1254,1257,h.length,216.32
1077,15,B15.S2xD2,1254,1257,n.length,482.11
1078,15,B15.S2xD2,1254,1257,h.length,200.1
1078,15,B15.S2xD2,1254,1257,n.length,437.71
1079,15,B15.S2xD2,1254,1257,h.length,200.14
1079,15,B15.S2xD2,1254,1257,n.length,432.12
1080,15,B15.S2xD2,1254,1257,h.length,213.37
1080,15,B15.S2xD2,1254,1257,n.length,461.68
1081,15,B15.S2xD2,1254,1257,h.length,193.27
1081,15,B15.S2xD2,1254,1257,n.length,445.19
1082,15,B15.S2xD2,1254,1257,h.length,208.06
1082,15,B15.S2xD2,1254,1257,n.length,466.62
1083,15,B15.S2xD2,1254,1257,h.length,214.56
1083,15,B15.S2xD2,1254,1257,n.length,462.62
1084,15,B15.S2xD2,1254,1257,h.length,203.72
1084,15,B15.S2xD2,1254,1257,n.length,438.89
1085,15,B15.S2xD3,1254,1258,h.length,211.33
1085,15,B15.S2xD3,1254,1258,n.length,456.82
1086,15,B15.S2xD3,1254,1258,h.length,209.02
1086,15,B15.S2xD3,1254,1258,n.length,455.44
1087,15,B15.S2xD3,1254,1258,h.length,206.27
1087,15,B15.S2xD3,1254,1258,n.length,462.85
1088,15,B15.S2xD3,1254,1258,h.length,201
1088,15,B15.S2xD3,1254,1258,n.length,450.53
1089,15,B15.S2xD3,1254,1258,h.length,192.32
1089,15,B15.S2xD3,1254,1258,n.length,444.17
1090,15,B15.S2xD3,1254,1258,h.length,204.86
1090,15,B15.S2xD3,1254,1258,n.length,453.39
1091,15,B15.S2xD3,1254,1258,h.length,181.56
1091,15,B15.S2xD3,1254,1258,n.length,453.79
1092,15,B15.S2xD3,1254,1258,h.length,219.34
1092,15,B15.S2xD3,1254,1258,n.length,469.56
1093,15,B15.S2xD3,1254,1258,h.length,200.12
1093,15,B15.S2xD3,1254,1258,n.length,466.95
1094,15,B15.S2xD3,1254,1258,h.length,198.22
1094,15,B15.S2xD3,1254,1258,n.length,466.84
1095,15,B15.S2xD3,1254,1258,h.length,203.03
1095,15,B15.S2xD3,1254,1258,n.length,452.39
1096,15,B15.S2xD3,1254,1258,h.length,208.69
1096,15,B15.S2xD3,1254,1258,n.length,444.06
1097,15,B15.S3xD1,1255,1256,h.length,214.53
1097,15,B15.S3xD1,1255,1256,n.length,469.34
1098,15,B15.S3xD1,1255,1256,h.length,206.06
1098,15,B15.S3xD1,1255,1256,n.length,461.05
1099,15,B15.S3xD1,1255,1256,h.length,216.24
1099,15,B15.S3xD1,1255,1256,n.length,482.39
1100,15,B15.S3xD1,1255,1256,h.length,181.46
1100,15,B15.S3xD1,1255,1256,n.length,444.29
1101,15,B15.S3xD1,1255,1256,h.length,206.36
1101,15,B15.S3xD1,1255,1256,n.length,485.86
1102,15,B15.S3xD1,1255,1256,h.length,181.3
1102,15,B15.S3xD1,1255,1256,n.length,442.92
1103,15,B15.S3xD1,1255,1256,h.length,202.82
1103,15,B15.S3xD1,1255,1256,n.length,442.05
1104,15,B15.S3xD1,1255,1256,h.length,191.23
1104,15,B15.S3xD1,1255,1256,n.length,455.93
1105,15,B15.S3xD1,1255,1256,h.length,202.61
1105,15,B15.S3xD1,1255,1256,n.length,470.64
1106,15,B15.S3xD1,1255,1256,h.length,197.52
1106,15,B15.S3xD1,1255,1256,n.length,473.79
1107,15,B15.S3xD1,1255,1256,h.length,207.93
1107,15,B15.S3xD1,1255,1256,n.length,474.78
1109,15,B15.S3xD2,1255,1257,h.length,219.01
1109,15,B15.S3xD2,1255,1257,n.length,472.46
1110,15,B15.S3xD2,1255,1257,h.length,204.73
1110,15,B15.S3xD2,1255,1257,n.length,457.77
1111,15,B15.S3xD2,1255,1257,h.length,221.32
1111,15,B15.S3xD2,1255,1257,n.length,464.87
1112,15,B15.S3xD2,1255,1257,h.length,210.93
1112,15,B15.S3xD2,1255,1257,n.length,451.06
1113,15,B15.S3xD2,1255,1257,h.length,205.08
1113,15,B15.S3xD2,1255,1257,n.length,442.51
1114,15,B15.S3xD2,1255,1257,h.length,183.65
1114,15,B15.S3xD2,1255,1257,n.length,412.85
1115,15,B15.S3xD2,1255,1257,h.length,216.6
1115,15,B15.S3xD2,1255,1257,n.length,471.79
1116,15,B15.S3xD2,1255,1257,h.length,202.91
1116,15,B15.S3xD2,1255,1257,n.length,447.96
1117,15,B15.S3xD2,1255,1257,h.length,202.63
1117,15,B15.S3xD2,1255,1257,n.length,431.26
1118,15,B15.S3xD2,1255,1257,h.length,207.96
1118,15,B15.S3xD2,1255,1257,n.length,420.55
1119,15,B15.S3xD2,1255,1257,h.length,188.54
1119,15,B15.S3xD2,1255,1257,n.length,415.66
1120,15,B15.S3xD2,1255,1257,h.length,199.81
1120,15,B15.S3xD2,1255,1257,n.length,457.17
1121,15,B15.S3xD3,1255,1258,h.length,211.91
1121,15,B15.S3xD3,1255,1258,n.length,453.5
1122,15,B15.S3xD3,1255,1258,h.length,211.83
1122,15,B15.S3xD3,1255,1258,n.length,465.93
1123,15,B15.S3xD3,1255,1258,h.length,207.51
1123,15,B15.S3xD3,1255,1258,n.length,474.99
1124,15,B15.S3xD3,1255,1258,h.length,218.3
1124,15,B15.S3xD3,1255,1258,n.length,470.15
1125,15,B15.S3xD3,1255,1258,h.length,199.24
1125,15,B15.S3xD3,1255,1258,n.length,459.75
1126,15,B15.S3xD3,1255,1258,h.length,202.34
1126,15,B15.S3xD3,1255,1258,n.length,436.08
1127,15,B15.S3xD3,1255,1258,h.length,203.01
1127,15,B15.S3xD3,1255,1258,n.length,445.77
1128,15,B15.S3xD3,1255,1258,h.length,211.72
1128,15,B15.S3xD3,1255,1258,n.length,470.61
1129,15,B15.S3xD3,1255,1258,h.length,206.26
1129,15,B15.S3xD3,1255,1258,n.length,466.74
1130,15,B15.S3xD3,1255,1258,h.length,191.61
1130,15,B15.S3xD3,1255,1258,n.length,444.27
1131,15,B15.S3xD3,1255,1258,h.length,208
1131,15,B15.S3xD3,1255,1258,n.length,467.85
1132,15,B15.S3xD3,1255,1258,h.length,211.64
1132,15,B15.S3xD3,1255,1258,n.length,460.6
1133,16,B16.S1xD1,1259,1262,h.length,224.68
1133,16,B16.S1xD1,1259,1262,n.length,466.32
1134,16,B16.S1xD1,1259,1262,h.length,213.29
1134,16,B16.S1xD1,1259,1262,n.length,462.8
1135,16,B16.S1xD1,1259,1262,h.length,217.71
1135,16,B16.S1xD1,1259,1262,n.length,452.23
1136,16,B16.S1xD1,1259,1262,h.length,196.07
1136,16,B16.S1xD1,1259,1262,n.length,459.87
1137,16,B16.S1xD1,1259,1262,h.length,211.41
1137,16,B16.S1xD1,1259,1262,n.length,458.04
1138,16,B16.S1xD1,1259,1262,h.length,215.25
1138,16,B16.S1xD1,1259,1262,n.length,459.41
1139,16,B16.S1xD1,1259,1262,h.length,209.5
1139,16,B16.S1xD1,1259,1262,n.length,445.88
1140,16,B16.S1xD1,1259,1262,h.length,216.64
1140,16,B16.S1xD1,1259,1262,n.length,464.18
1141,16,B16.S1xD1,1259,1262,h.length,202.64
1141,16,B16.S1xD1,1259,1262,n.length,439.83
1142,16,B16.S1xD1,1259,1262,h.length,194.7
1142,16,B16.S1xD1,1259,1262,n.length,435.22
1143,16,B16.S1xD1,1259,1262,h.length,202.26
1143,16,B16.S1xD1,1259,1262,n.length,437.8
1144,16,B16.S1xD1,1259,1262,h.length,218.89
1144,16,B16.S1xD1,1259,1262,n.length,453.42
4688,16,B16.S1xD1,1259,1262,hatching,1
4689,16,B16.S1xD1,1259,1262,hatching,1
4690,16,B16.S1xD1,1259,1262,hatching,1
4691,16,B16.S1xD1,1259,1262,hatching,1
4692,16,B16.S1xD1,1259,1262,hatching,1
4693,16,B16.S1xD1,1259,1262,hatching,1
4694,16,B16.S1xD1,1259,1262,hatching,1
4695,16,B16.S1xD1,1259,1262,hatching,1
4696,16,B16.S1xD1,1259,1262,hatching,1
4697,16,B16.S1xD1,1259,1262,hatching,1
4698,16,B16.S1xD1,1259,1262,hatching,1
4699,16,B16.S1xD1,1259,1262,hatching,1
4700,16,B16.S1xD1,1259,1262,hatching,1
4701,16,B16.S1xD1,1259,1262,hatching,1
4702,16,B16.S1xD1,1259,1262,hatching,1
4703,16,B16.S1xD1,1259,1262,hatching,1
4704,16,B16.S1xD1,1259,1262,hatching,1
4705,16,B16.S1xD1,1259,1262,hatching,1
4706,16,B16.S1xD1,1259,1262,hatching,1
4707,16,B16.S1xD1,1259,1262,hatching,0
4708,16,B16.S1xD1,1259,1262,hatching,1
4709,16,B16.S1xD1,1259,1262,hatching,1
4710,16,B16.S1xD1,1259,1262,hatching,1
4711,16,B16.S1xD1,1259,1262,hatching,1
4712,16,B16.S1xD1,1259,1262,hatching,1
4713,16,B16.S1xD1,1259,1262,hatching,1
4714,16,B16.S1xD1,1259,1262,hatching,1
4715,16,B16.S1xD1,1259,1262,hatching,1
4716,16,B16.S1xD1,1259,1262,hatching,1
4717,16,B16.S1xD1,1259,1262,hatching,1
4718,16,B16.S1xD1,1259,1262,hatching,1
4719,16,B16.S1xD1,1259,1262,hatching,1
4720,16,B16.S1xD1,1259,1262,hatching,1
4721,16,B16.S1xD1,1259,1262,hatching,1
4722,16,B16.S1xD1,1259,1262,hatching,1
4723,16,B16.S1xD1,1259,1262,hatching,1
4724,16,B16.S1xD1,1259,1262,hatching,1
4725,16,B16.S1xD1,1259,1262,hatching,1
4726,16,B16.S1xD1,1259,1262,hatching,1
4727,16,B16.S1xD1,1259,1262,hatching,1
4728,16,B16.S1xD1,1259,1262,hatching,1
4729,16,B16.S1xD1,1259,1262,hatching,1
4730,16,B16.S1xD1,1259,1262,hatching,1
4731,16,B16.S1xD1,1259,1262,hatching,1
4732,16,B16.S1xD1,1259,1262,hatching,1
4733,16,B16.S1xD1,1259,1262,hatching,1
4734,16,B16.S1xD1,1259,1262,hatching,1
4735,16,B16.S1xD1,1259,1262,hatching,1
4736,16,B16.S1xD1,1259,1262,hatching,1
4737,16,B16.S1xD1,1259,1262,hatching,1
4738,16,B16.S1xD1,1259,1262,hatching,1
4739,16,B16.S1xD1,1259,1262,hatching,1
4740,16,B16.S1xD1,1259,1262,hatching,1
4741,16,B16.S1xD1,1259,1262,hatching,1
4742,16,B16.S1xD1,1259,1262,hatching,1
4743,16,B16.S1xD1,1259,1262,hatching,1
1145,16,B16.S1xD2,1259,1263,h.length,218.31
1145,16,B16.S1xD2,1259,1263,n.length,484.67
1146,16,B16.S1xD2,1259,1263,h.length,208.86
1146,16,B16.S1xD2,1259,1263,n.length,469.17
1147,16,B16.S1xD2,1259,1263,h.length,216.9
1147,16,B16.S1xD2,1259,1263,n.length,456.29
1148,16,B16.S1xD2,1259,1263,h.length,204.46
1148,16,B16.S1xD2,1259,1263,n.length,475.45
1149,16,B16.S1xD2,1259,1263,h.length,215.85
1149,16,B16.S1xD2,1259,1263,n.length,467.12
1150,16,B16.S1xD2,1259,1263,h.length,207.6
1150,16,B16.S1xD2,1259,1263,n.length,452.5
1151,16,B16.S1xD2,1259,1263,h.length,220.63
1151,16,B16.S1xD2,1259,1263,n.length,463.75
1152,16,B16.S1xD2,1259,1263,h.length,218.82
1152,16,B16.S1xD2,1259,1263,n.length,464.54
1153,16,B16.S1xD2,1259,1263,h.length,225.03
1153,16,B16.S1xD2,1259,1263,n.length,463.26
1154,16,B16.S1xD2,1259,1263,h.length,228.94
1154,16,B16.S1xD2,1259,1263,n.length,473.17
1155,16,B16.S1xD2,1259,1263,h.length,222.8
1155,16,B16.S1xD2,1259,1263,n.length,467.64
1156,16,B16.S1xD2,1259,1263,h.length,211.29
1156,16,B16.S1xD2,1259,1263,n.length,443.62
4744,16,B16.S1xD2,1259,1263,hatching,1
4745,16,B16.S1xD2,1259,1263,hatching,1
4746,16,B16.S1xD2,1259,1263,hatching,1
4747,16,B16.S1xD2,1259,1263,hatching,1
4748,16,B16.S1xD2,1259,1263,hatching,1
4749,16,B16.S1xD2,1259,1263,hatching,1
4750,16,B16.S1xD2,1259,1263,hatching,1
4751,16,B16.S1xD2,1259,1263,hatching,1
4752,16,B16.S1xD2,1259,1263,hatching,1
4753,16,B16.S1xD2,1259,1263,hatching,1
4754,16,B16.S1xD2,1259,1263,hatching,1
4755,16,B16.S1xD2,1259,1263,hatching,1
4756,16,B16.S1xD2,1259,1263,hatching,1
4757,16,B16.S1xD2,1259,1263,hatching,1
4758,16,B16.S1xD2,1259,1263,hatching,1
4759,16,B16.S1xD2,1259,1263,hatching,1
4760,16,B16.S1xD2,1259,1263,hatching,1
4761,16,B16.S1xD2,1259,1263,hatching,1
4762,16,B16.S1xD2,1259,1263,hatching,1
4763,16,B16.S1xD2,1259,1263,hatching,1
4764,16,B16.S1xD2,1259,1263,hatching,1
4765,16,B16.S1xD2,1259,1263,hatching,1
4766,16,B16.S1xD2,1259,1263,hatching,1
4767,16,B16.S1xD2,1259,1263,hatching,1
4768,16,B16.S1xD2,1259,1263,hatching,1
4769,16,B16.S1xD2,1259,1263,hatching,1
4770,16,B16.S1xD2,1259,1263,hatching,1
4771,16,B16.S1xD2,1259,1263,hatching,1
4772,16,B16.S1xD2,1259,1263,hatching,1
4773,16,B16.S1xD2,1259,1263,hatching,1
4774,16,B16.S1xD2,1259,1263,hatching,1
4775,16,B16.S1xD2,1259,1263,hatching,1
4776,16,B16.S1xD2,1259,1263,hatching,1
4777,16,B16.S1xD2,1259,1263,hatching,1
4778,16,B16.S1xD2,1259,1263,hatching,1
4779,16,B16.S1xD2,1259,1263,hatching,1
4780,16,B16.S1xD2,1259,1263,hatching,1
4781,16,B16.S1xD2,1259,1263,hatching,1
4782,16,B16.S1xD2,1259,1263,hatching,1
4783,16,B16.S1xD2,1259,1263,hatching,1
4784,16,B16.S1xD2,1259,1263,hatching,1
4785,16,B16.S1xD2,1259,1263,hatching,1
4786,16,B16.S1xD2,1259,1263,hatching,1
4787,16,B16.S1xD2,1259,1263,hatching,1
4788,16,B16.S1xD2,1259,1263,hatching,1
4789,16,B16.S1xD2,1259,1263,hatching,1
4790,16,B16.S1xD2,1259,1263,hatching,1
