"animal","block","family","sire","dam","trait","value","dish"
3344,12,"B12.S2xD1",804,806,"hatching",1,300
3345,12,"B12.S2xD1",804,806,"hatching",1,300
3346,12,"B12.S2xD1",804,806,"hatching",1,300
3347,12,"B12.S2xD1",804,806,"hatching",1,300
3348,12,"B12.S2xD1",804,806,"hatching",1,300
3349,12,"B12.S2xD1",804,806,"hatching",1,300
3350,12,"B12.S2xD1",804,806,"hatching",1,300
3351,12,"B12.S2xD1",804,806,"hatching",1,300
3352,12,"B12.S2xD1",804,806,"hatching",1,301
3353,12,"B12.S2xD1",804,806,"hatching",1,301
3354,12,"B12.S2xD1",804,806,"hatching",1,301
3355,12,"B12.S2xD1",804,806,"hatching",1,301
3356,12,"B12.S2xD1",804,806,"hatching",1,301
3357,12,"B12.S2xD1",804,806,"hatching",1,301
3358,12,"B12.S2xD1",804,806,"hatching",1,301
3359,12,"B12.S2xD1",804,806,"hatching",1,301
3360,12,"B12.S2xD1",804,806,"hatching",1,301
3361,12,"B12.S2xD1",804,806,"hatching",1,301
3362,12,"B12.S2xD1",804,806,"hatching",1,301
3363,12,"B12.S2xD1",804,806,"hatching",1,301
3364,12,"B12.S2xD1",804,806,"hatching",1,301
3365,12,"B12.S2xD1",804,806,"hatching",1,301
3366,12,"B12.S2xD1",804,806,"hatching",1,301
3367,12,"B12.S2xD1",804,806,"hatching",1,301
3368,12,"B12.S2xD1",804,806,"hatching",1,301
3369,12,"B12.S2xD1",804,806,"hatching",1,302
3370,12,"B12.S2xD1",804,806,"hatching",1,302
3371,12,"B12.S2xD1",804,806,"hatching",1,302
3372,12,"B12.S2xD1",804,806,"hatching",1,302
3373,12,"B12.S2xD1",804,806,"hatching",1,302
3374,12,"B12.S2xD1",804,806,"hatching",1,302
3375,12,"B12.S2xD1",804,806,"hatching",1,302
3376,12,"B12.S2xD1",804,806,"hatching",1,302
3377,12,"B12.S2xD1",804,806,"hatching",1,302
3378,12,"B12.S2xD1",804,806,"hatching",1,302
3379,12,"B12.S2xD1",804,806,"hatching",1,302
3380,12,"B12.S2xD1",804,806,"hatching",1,302
3381,12,"B12.S2xD1",804,806,"hatching",1,302
3382,12,"B12.S2xD1",804,806,"hatching",1,302
3383,12,"B12.S2xD1",804,806,"hatching",1,302
3384,12,"B12.S2xD1",804,806,"hatching",1,302
3385,12,"B12.S2xD1",804,806,"hatching",1,302
3386,12,"B12.S2xD1",804,806,"hatching",0,302
3387,12,"B12.S2xD1",804,806,"hatching",0,302
8253,12,"B12.S2xD1",804,806,"settling",1,303
8254,12,"B12.S2xD1",804,806,"settling",1,303
8255,12,"B12.S2xD1",804,806,"settling",1,303
8256,12,"B12.S2xD1",804,806,"settling",1,303
8257,12,"B12.S2xD1",804,806,"settling",1,303
8258,12,"B12.S2xD1",804,806,"settling",1,303
8259,12,"B12.S2xD1",804,806,"settling",1,303
8260,12,"B12.S2xD1",804,806,"settling",1,303
8261,12,"B12.S2xD1",804,806,"settling",1,303
8262,12,"B12.S2xD1",804,806,"settling",0,303
8263,12,"B12.S2xD1",804,806,"settling",0,303
8264,12,"B12.S2xD1",804,806,"settling",0,303
8265,12,"B12.S2xD1",804,806,"settling",0,303
8266,12,"B12.S2xD1",804,806,"settling",0,303
8267,12,"B12.S2xD1",804,806,"settling",0,303
8268,12,"B12.S2xD1",804,806,"settling",0,303
8269,12,"B12.S2xD1",804,806,"settling",0,303
8270,12,"B12.S2xD1",804,806,"settling",0,303
8271,12,"B12.S2xD1",804,806,"settling",0,303
8272,12,"B12.S2xD1",804,806,"settling",0,303
8273,12,"B12.S2xD1",804,806,"settling",0,303
8274,12,"B12.S2xD1",804,806,"settling",1,304
8275,12,"B12.S2xD1",804,806,"settling",1,304
8276,12,"B12.S2xD1",804,806,"settling",1,304
8277,12,"B12.S2xD1",804,806,"settling",1,304
8278,12,"B12.S2xD1",804,806,"settling",1,304
8279,12,"B12.S2xD1",804,806,"settling",1,304
8280,12,"B12.S2xD1",804,806,"settling",1,304
8281,12,"B12.S2xD1",804,806,"settling",1,304
8282,12,"B12.S2xD1",804,806,"settling",1,304
8283,12,"B12.S2xD1",804,806,"settling",1,304
8284,12,"B12.S2xD1",804,806,"settling",1,304
8285,12,"B12.S2xD1",804,806,"settling",0,304
8286,12,"B12.S2xD1",804,806,"settling",0,304
8287,12,"B12.S2xD1",804,806,"settling",0,304
8288,12,"B12.S2xD1",804,806,"settling",0,304
8289,12,"B12.S2xD1",804,806,"settling",0,304
8290,12,"B12.S2xD1",804,806,"settling",0,304
8291,12,"B12.S2xD1",804,806,"settling",0,304
8292,12,"B12.S2xD1",804,806,"settling",0,304
8293,12,"B12.S2xD1",804,806,"settling",0,304
8294,12,"B12.S2xD1",804,806,"settling",1,305
8295,12,"B12.S2xD1",804,806,"settling",1,305
8296,12,"B12.S2xD1",804,806,"settling",1,305
8297,12,"B12.S2xD1",804,806,"settling",1,305
8298,12,"B12.S2xD1",804,806,"settling",1,305
8299,12,"B12.S2xD1",804,806,"settling",1,305
8300,12,"B12.S2xD1",804,806,"settling",1,305
8301,12,"B12.S2xD1",804,806,"settling",1,305
8302,12,"B12.S2xD1",804,806,"settling",1,305
8303,12,"B12.S2xD1",804,806,"settling",0,305
8304,12,"B12.S2xD1",804,806,"settling",0,305
8305,12,"B12.S2xD1",804,806,"settling",0,305
8306,12,"B12.S2xD1",804,806,"settling",0,305
8307,12,"B12.S2xD1",804,806,"settling",0,305
8308,12,"B12.S2xD1",804,806,"settling",0,305
8309,12,"B12.S2xD1",804,806,"settling",0,305
8310,12,"B12.S2xD1",804,806,"settling",0,305
8311,12,"B12.S2xD1",804,806,"settling",0,305
8312,12,"B12.S2xD1",804,806,"settling",0,305
8313,12,"B12.S2xD1",804,806,"settling",0,305
8314,12,"B12.S2xD1",804,806,"settling",0,305
8315,12,"B12.S2xD1",804,806,"settling",0,305
8316,12,"B12.S2xD1",804,806,"settling",0,305
737,12,"B12.S2xD2",804,807,"h.length",193.81,NA
737,12,"B12.S2xD2",804,807,"n.length",429.28,NA
738,12,"B12.S2xD2",804,807,"h.length",201.85,NA
738,12,"B12.S2xD2",804,807,"n.length",416.47,NA
739,12,"B12.S2xD2",804,807,"h.length",199.61,NA
739,12,"B12.S2xD2",804,807,"n.length",416.67,NA
740,12,"B12.S2xD2",804,807,"h.length",209.54,NA
740,12,"B12.S2xD2",804,807,"n.length",437.93,NA
741,12,"B12.S2xD2",804,807,"h.length",195.45,NA
741,12,"B12.S2xD2",804,807,"n.length",421.06,NA
742,12,"B12.S2xD2",804,807,"h.length",193.42,NA
742,12,"B12.S2xD2",804,807,"n.length",424.15,NA
743,12,"B12.S2xD2",804,807,"h.length",197.53,NA
743,12,"B12.S2xD2",804,807,"n.length",412.48,NA
744,12,"B12.S2xD2",804,807,"h.length",186.76,NA
744,12,"B12.S2xD2",804,807,"n.length",418.09,NA
745,12,"B12.S2xD2",804,807,"h.length",198.68,NA
745,12,"B12.S2xD2",804,807,"n.length",417.2,NA
746,12,"B12.S2xD2",804,807,"h.length",183.97,NA
746,12,"B12.S2xD2",804,807,"n.length",402.15,NA
747,12,"B12.S2xD2",804,807,"h.length",192.66,NA
747,12,"B12.S2xD2",804,807,"n.length",427.97,NA
748,12,"B12.S2xD2",804,807,"h.length",196.48,NA
748,12,"B12.S2xD2",804,807,"n.length",432.45,NA
3388,12,"B12.S2xD2",804,807,"hatching",1,306
3389,12,"B12.S2xD2",804,807,"hatching",1,306
3390,12,"B12.S2xD2",804,807,"hatching",1,306
3391,12,"B12.S2xD2",804,807,"hatching",1,306
3392,12,"B12.S2xD2",804,807,"hatching",1,306
3393,12,"B12.S2xD2",804,807,"hatching",1,306
3394,12,"B12.S2xD2",804,807,"hatching",1,307
3395,12,"B12.S2xD2",804,807,"hatching",1,307
3396,12,"B12.S2xD2",804,807,"hatching",1,307
3397,12,"B12.S2xD2",804,807,"hatching",1,307
3398,12,"B12.S2xD2",804,807,"hatching",1,307
3399,12,"B12.S2xD2",804,807,"hatching",1,307
3400,12,"B12.S2xD2",804,807,"hatching",1,307
3401,12,"B12.S2xD2",804,807,"hatching",1,307
3402,12,"B12.S2xD2",804,807,"hatching",1,307
3403,12,"B12.S2xD2",804,807,"hatching",1,307
3404,12,"B12.S2xD2",804,807,"hatching",0,307
3405,12,"B12.S2xD2",804,807,"hatching",0,307
3406,12,"B12.S2xD2",804,807,"hatching",1,308
3407,12,"B12.S2xD2",804,807,"hatching",1,308
3408,12,"B12.S2xD2",804,807,"hatching",1,308
3409,12,"B12.S2xD2",804,807,"hatching",1,308
3410,12,"B12.S2xD2",804,807,"hatching",1,308
3411,12,"B12.S2xD2",804,807,"hatching",1,308
3412,12,"B12.S2xD2",804,807,"hatching",1,308
3413,12,"B12.S2xD2",804,807,"hatching",1,308
3414,12,"B12.S2xD2",804,807,"hatching",1,308
3415,12,"B12.S2xD2",804,807,"hatching",1,308
3416,12,"B12.S2xD2",804,807,"hatching",1,308
3417,12,"B12.S2xD2",804,807,"hatching",1,308
3418,12,"B12.S2xD2",804,807,"hatching",1,308
3419,12,"B12.S2xD2",804,807,"hatching",1,308
3420,12,"B12.S2xD2",804,807,"hatching",1,308
8317,12,"B12.S2xD2",804,807,"settling",1,309
8318,12,"B12.S2xD2",804,807,"settling",1,309
8319,12,"B12.S2xD2",804,807,"settling",1,309
8320,12,"B12.S2xD2",804,807,"settling",1,309
8321,12,"B12.S2xD2",804,807,"settling",1,309
8322,12,"B12.S2xD2",804,807,"settling",1,309
8323,12,"B12.S2xD2",804,807,"settling",1,309
8324,12,"B12.S2xD2",804,807,"settling",1,309
8325,12,"B12.S2xD2",804,807,"settling",1,309
8326,12,"B12.S2xD2",804,807,"settling",1,309
8327,12,"B12.S2xD2",804,807,"settling",1,309
8328,12,"B12.S2xD2",804,807,"settling",1,309
8329,12,"B12.S2xD2",804,807,"settling",1,309
8330,12,"B12.S2xD2",804,807,"settling",1,309
8331,12,"B12.S2xD2",804,807,"settling",0,309
8332,12,"B12.S2xD2",804,807,"settling",0,309
8333,12,"B12.S2xD2",804,807,"settling",0,309
8334,12,"B12.S2xD2",804,807,"settling",0,309
8335,12,"B12.S2xD2",804,807,"settling",0,309
8336,12,"B12.S2xD2",804,807,"settling",0,309
8337,12,"B12.S2xD2",804,807,"settling",0,309
8338,12,"B12.S2xD2",804,807,"settling",1,310
8339,12,"B12.S2xD2",804,807,"settling",1,310
8340,12,"B12.S2xD2",804,807,"settling",1,310
8341,12,"B12.S2xD2",804,807,"settling",1,310
8342,12,"B12.S2xD2",804,807,"settling",1,310
8343,12,"B12.S2xD2",804,807,"settling",1,310
8344,12,"B12.S2xD2",804,807,"settling",1,310
8345,12,"B12.S2xD2",804,807,"settling",0,310
8346,12,"B12.S2xD2",804,807,"settling",0,310
8347,12,"B12.S2xD2",804,807,"settling",0,310
8348,12,"B12.S2xD2",804,807,"settling",0,310
8349,12,"B12.S2xD2",804,807,"settling",0,310
8350,12,"B12.S2xD2",804,807,"settling",0,310
8351,12,"B12.S2xD2",804,807,"settling",0,310
8352,12,"B12.S2xD2",804,807,"settling",0,310
8353,12,"B12.S2xD2",804,807,"settling",0,310
8354,12,"B12.S2xD2",804,807,"settling",0,310
8355,12,"B12.S2xD2",804,807,"settling",0,310
8356,12,"B12.S2xD2",804,807,"settling",0,310
8357,12,"B12.S2xD2",804,807,"settling",0,310
8358,12,"B12.S2xD2",804,807,"settling",1,311
8359,12,"B12.S2xD2",804,807,"settling",1,311
8360,12,"B12.S2xD2",804,807,"settling",1,311
8361,12,"B12.S2xD2",804,807,"settling",1,311
8362,12,"B12.S2xD2",804,807,"settling",1,311
8363,12,"B12.S2xD2",804,807,"settling",1,311
8364,12,"B12.S2xD2",804,807,"settling",1,311
8365,12,"B12.S2xD2",804,807,"settling",1,311
8366,12,"B12.S2xD2",804,807,"settling",1,311
8367,12,"B12.S2xD2",804,807,"settling",1,311
8368,12,"B12.S2xD2",804,807,"settling",1,311
8369,12,"B12.S2xD2",804,807,"settling",1,311
8370,12,"B12.S2xD2",804,807,"settling",1,311
8371,12,"B12.S2xD2",804,807,"settling",1,311
8372,12,"B12.S2xD2",804,807,"settling",1,311
8373,12,"B12.S2xD2",804,807,"settling",1,311
8374,12,"B12.S2xD2",804,807,"settling",0,311
8375,12,"B12.S2xD2",804,807,"settling",0,311
8376,12,"B12.S2xD2",804,807,"settling",0,311
8377,12,"B12.S2xD2",804,807,"settling",0,311
8378,12,"B12.S2xD2",804,807,"settling",0,311
749,12,"B12.S2xD3",804,808,"h.length",202.83,NA
749,12,"B12.S2xD3",804,808,"n.length",467.54,NA
750,12,"B12.S2xD3",804,808,"h.length",208.64,NA
750,12,"B12.S2xD3",804,808,"n.length",451.08,NA
751,12,"B12.S2xD3",804,808,"h.length",211.56,NA
751,12,"B12.S2xD3",804,808,"n.length",475.58,NA
752,12,"B12.S2xD3",804,808,"h.length",210.57,NA
752,12,"B12.S2xD3",804,808,"n.length",475.19,NA
753,12,"B12.S2xD3",804,808,"h.length",216.82,NA
753,12,"B12.S2xD3",804,808,"n.length",471.54,NA
754,12,"B12.S2xD3",804,808,"h.length",211.18,NA
754,12,"B12.S2xD3",804,808,"n.length",484.45,NA
755,12,"B12.S2xD3",804,808,"h.length",196.75,NA
755,12,"B12.S2xD3",804,808,"n.length",480.04,NA
756,12,"B12.S2xD3",804,808,"h.length",205.39,NA
756,12,"B12.S2xD3",804,808,"n.length",460.39,NA
757,12,"B12.S2xD3",804,808,"h.length",210.92,NA
757,12,"B12.S2xD3",804,808,"n.length",482.5,NA
758,12,"B12.S2xD3",804,808,"h.length",209.13,NA
758,12,"B12.S2xD3",804,808,"n.length",479.01,NA
759,12,"B12.S2xD3",804,808,"h.length",211.89,NA
759,12,"B12.S2xD3",804,808,"n.length",480.91,NA
760,12,"B12.S2xD3",804,808,"h.length",216.57,NA
760,12,"B12.S2xD3",804,808,"n.length",480.75,NA
3421,12,"B12.S2xD3",804,808,"hatching",1,312
3422,12,"B12.S2xD3",804,808,"hatching",1,312
3423,12,"B12.S2xD3",804,808,"hatching",1,312
3424,12,"B12.S2xD3",804,808,"hatching",1,312
3425,12,"B12.S2xD3",804,808,"hatching",1,312
3426,12,"B12.S2xD3",804,808,"hatching",1,312
3427,12,"B12.S2xD3",804,808,"hatching",1,312
3428,12,"B12.S2xD3",804,808,"hatching",1,312
3429,12,"B12.S2xD3",804,808,"hatching",1,312
3430,12,"B12.S2xD3",804,808,"hatching",1,312
3431,12,"B12.S2xD3",804,808,"hatching",1,312
3432,12,"B12.S2xD3",804,808,"hatching",1,312
3433,12,"B12.S2xD3",804,808,"hatching",1,312
3434,12,"B12.S2xD3",804,808,"hatching",1,312
3435,12,"B12.S2xD3",804,808,"hatching",1,312
3436,12,"B12.S2xD3",804,808,"hatching",1,312
3437,12,"B12.S2xD3",804,808,"hatching",1,312
3438,12,"B12.S2xD3",804,808,"hatching",1,312
3439,12,"B12.S2xD3",804,808,"hatching",1,312
3440,12,"B12.S2xD3",804,808,"hatching",1,312
3441,12,"B12.S2xD3",804,808,"hatching",1,312
3442,12,"B12.S2xD3",804,808,"hatching",1,313
3443,12,"B12.S2xD3",804,808,"hatching",1,313
3444,12,"B12.S2xD3",804,808,"hatching",1,313
3445,12,"B12.S2xD3",804,808,"hatching",1,313
3446,12,"B12.S2xD3",804,808,"hatching",1,313
3447,12,"B12.S2xD3",804,808,"hatching",1,313
3448,12,"B12.S2xD3",804,808,"hatching",1,313
3449,12,"B12.S2xD3",804,808,"hatching",1,313
3450,12,"B12.S2xD3",804,808,"hatching",1,313
3451,12,"B12.S2xD3",804,808,"hatching",1,313
3452,12,"B12.S2xD3",804,808,"hatching",1,313
3453,12,"B12.S2xD3",804,808,"hatching",1,313
3454,12,"B12.S2xD3",804,808,"hatching",1,313
3455,12,"B12.S2xD3",804,808,"hatching",1,313
3456,12,"B12.S2xD3",804,808,"hatching",1,313
3457,12,"B12.S2xD3",804,808,"hatching",1,313
3458,12,"B12.S2xD3",804,808,"hatching",0,313
3459,12,"B12.S2xD3",804,808,"hatching",1,314
3460,12,"B12.S2xD3",804,808,"hatching",1,314
3461,12,"B12.S2xD3",804,808,"hatching",1,314
3462,12,"B12.S2xD3",804,808,"hatching",1,314
3463,12,"B12.S2xD3",804,808,"hatching",1,314
3464,12,"B12.S2xD3",804,808,"hatching",1,314
3465,12,"B12.S2xD3",804,808,"hatching",1,314
3466,12,"B12.S2xD3",804,808,"hatching",1,314
3467,12,"B12.S2xD3",804,808,"hatching",1,314
3468,12,"B12.S2xD3",804,808,"hatching",1,314
3469,12,"B12.S2xD3",804,808,"hatching",1,314
8379,12,"B12.S2xD3",804,808,"settling",1,315
8380,12,"B12.S2xD3",804,808,"settling",1,315
8381,12,"B12.S2xD3",804,808,"settling",1,315
8382,12,"B12.S2xD3",804,808,"settling",1,315
8383,12,"B12.S2xD3",804,808,"settling",1,315
8384,12,"B12.S2xD3",804,808,"settling",1,315
8385,12,"B12.S2xD3",804,808,"settling",0,315
8386,12,"B12.S2xD3",804,808,"settling",0,315
8387,12,"B12.S2xD3",804,808,"settling",0,315
8388,12,"B12.S2xD3",804,808,"settling",0,315
8389,12,"B12.S2xD3",804,808,"settling",0,315
8390,12,"B12.S2xD3",804,808,"settling",0,315
8391,12,"B12.S2xD3",804,808,"settling",0,315
8392,12,"B12.S2xD3",804,808,"settling",0,315
8393,12,"B12.S2xD3",804,808,"settling",0,315
8394,12,"B12.S2xD3",804,808,"settling",0,315
8395,12,"B12.S2xD3",804,808,"settling",0,315
8396,12,"B12.S2xD3",804,808,"settling",0,315
8397,12,"B12.S2xD3",804,808,"settling",0,315
8398,12,"B12.S2xD3",804,808,"settling",0,315
8399,12,"B12.S2xD3",804,808,"settling",0,315
8400,12,"B12.S2xD3",804,808,"settling",1,316
8401,12,"B12.S2xD3",804,808,"settling",1,316
8402,12,"B12.S2xD3",804,808,"settling",1,316
8403,12,"B12.S2xD3",804,808,"settling",1,316
8404,12,"B12.S2xD3",804,808,"settling",1,316
8405,12,"B12.S2xD3",804,808,"settling",1,316
8406,12,"B12.S2xD3",804,808,"settling",1,316
8407,12,"B12.S2xD3",804,808,"settling",1,316
8408,12,"B12.S2xD3",804,808,"settling",1,316
8409,12,"B12.S2xD3",804,808,"settling",1,316
8410,12,"B12.S2xD3",804,808,"settling",0,316
8411,12,"B12.S2xD3",804,808,"settling",0,316
8412,12,"B12.S2xD3",804,808,"settling",0,316
8413,12,"B12.S2xD3",804,808,"settling",0,316
8414,12,"B12.S2xD3",804,808,"settling",0,316
8415,12,"B12.S2xD3",804,808,"settling",0,316
8416,12,"B12.S2xD3",804,808,"settling",0,316
8417,12,"B12.S2xD3",804,808,"settling",0,316
8418,12,"B12.S2xD3",804,808,"settling",0,316
8419,12,"B12.S2xD3",804,808,"settling",0,316
8420,12,"B12.S2xD3",804,808,"settling",1,317
8421,12,"B12.S2xD3",804,808,"settling",1,317
8422,12,"B12.S2xD3",804,808,"settling",1,317
8423,12,"B12.S2xD3",804,808,"settling",1,317
8424,12,"B12.S2xD3",804,808,"settling",1,317
8425,12,"B12.S2xD3",804,808,"settling",1,317
8426,12,"B12.S2xD3",804,808,"settling",1,317
8427,12,"B12.S2xD3",804,808,"settling",1,317
8428,12,"B12.S2xD3",804,808,"settling",1,317
8429,12,"B12.S2xD3",804,808,"settling",0,317
8430,12,"B12.S2xD3",804,808,"settling",0,317
8431,12,"B12.S2xD3",804,808,"settling",0,317
8432,12,"B12.S2xD3",804,808,"settling",0,317
8433,12,"B12.S2xD3",804,808,"settling",0,317
8434,12,"B12.S2xD3",804,808,"settling",0,317
8435,12,"B12.S2xD3",804,808,"settling",0,317
8436,12,"B12.S2xD3",804,808,"settling",0,317
8437,12,"B12.S2xD3",804,808,"settling",0,317
761,12,"B12.S3xD1",805,806,"h.length",217.05,NA
761,12,"B12.S3xD1",805,806,"n.length",470.04,NA
762,12,"B12.S3xD1",805,806,"h.length",205.77,NA
762,12,"B12.S3xD1",805,806,"n.length",464.05,NA
763,12,"B12.S3xD1",805,806,"h.length",205.11,NA
763,12,"B12.S3xD1",805,806,"n.length",462.48,NA
764,12,"B12.S3xD1",805,806,"h.length",207.63,NA
764,12,"B12.S3xD1",805,806,"n.length",464.09,NA
765,12,"B12.S3xD1",805,806,"h.length",210.79,NA
765,12,"B12.S3xD1",805,806,"n.length",441.85,NA
766,12,"B12.S3xD1",805,806,"h.length",196.74,NA
766,12,"B12.S3xD1",805,806,"n.length",465.32,NA
767,12,"B12.S3xD1",805,806,"h.length",211.58,NA
767,12,"B12.S3xD1",805,806,"n.length",463.41,NA
768,12,"B12.S3xD1",805,806,"h.length",196.76,NA
768,12,"B12.S3xD1",805,806,"n.length",444.44,NA
769,12,"B12.S3xD1",805,806,"h.length",201.13,NA
769,12,"B12.S3xD1",805,806,"n.length",455.2,NA
770,12,"B12.S3xD1",805,806,"h.length",199.52,NA
770,12,"B12.S3xD1",805,806,"n.length",435.03,NA
771,12,"B12.S3xD1",805,806,"h.length",202.56,NA
771,12,"B12.S3xD1",805,806,"n.length",459.13,NA
772,12,"B12.S3xD1",805,806,"h.length",215.73,NA
772,12,"B12.S3xD1",805,806,"n.length",468.44,NA
3470,12,"B12.S3xD1",805,806,"hatching",1,318
3471,12,"B12.S3xD1",805,806,"hatching",1,318
3472,12,"B12.S3xD1",805,806,"hatching",1,318
3473,12,"B12.S3xD1",805,806,"hatching",1,318
3474,12,"B12.S3xD1",805,806,"hatching",1,318
3475,12,"B12.S3xD1",805,806,"hatching",1,318
3476,12,"B12.S3xD1",805,806,"hatching",1,318
3477,12,"B12.S3xD1",805,806,"hatching",1,318
3478,12,"B12.S3xD1",805,806,"hatching",1,318
3479,12,"B12.S3xD1",805,806,"hatching",1,318
3480,12,"B12.S3xD1",805,806,"hatching",1,318
3481,12,"B12.S3xD1",805,806,"hatching",1,318
3482,12,"B12.S3xD1",805,806,"hatching",1,318
3483,12,"B12.S3xD1",805,806,"hatching",1,318
3484,12,"B12.S3xD1",805,806,"hatching",1,318
3485,12,"B12.S3xD1",805,806,"hatching",1,318
3486,12,"B12.S3xD1",805,806,"hatching",1,318
3487,12,"B12.S3xD1",805,806,"hatching",1,318
3488,12,"B12.S3xD1",805,806,"hatching",1,318
3489,12,"B12.S3xD1",805,806,"hatching",1,319
3490,12,"B12.S3xD1",805,806,"hatching",1,319
3491,12,"B12.S3xD1",805,806,"hatching",1,319
3492,12,"B12.S3xD1",805,806,"hatching",1,319
3493,12,"B12.S3xD1",805,806,"hatching",1,319
3494,12,"B12.S3xD1",805,806,"hatching",1,319
3495,12,"B12.S3xD1",805,806,"hatching",1,319
3496,12,"B12.S3xD1",805,806,"hatching",1,319
3497,12,"B12.S3xD1",805,806,"hatching",1,319
3498,12,"B12.S3xD1",805,806,"hatching",1,319
3499,12,"B12.S3xD1",805,806,"hatching",1,319
3500,12,"B12.S3xD1",805,806,"hatching",1,319
3501,12,"B12.S3xD1",805,806,"hatching",1,319
3502,12,"B12.S3xD1",805,806,"hatching",1,319
3503,12,"B12.S3xD1",805,806,"hatching",1,319
3504,12,"B12.S3xD1",805,806,"hatching",1,319
3505,12,"B12.S3xD1",805,806,"hatching",1,319
3506,12,"B12.S3xD1",805,806,"hatching",1,319
3507,12,"B12.S3xD1",805,806,"hatching",1,319
3508,12,"B12.S3xD1",805,806,"hatching",0,319
3509,12,"B12.S3xD1",805,806,"hatching",0,319
3510,12,"B12.S3xD1",805,806,"hatching",0,319
3511,12,"B12.S3xD1",805,806,"hatching",1,320
3512,12,"B12.S3xD1",805,806,"hatching",1,320
3513,12,"B12.S3xD1",805,806,"hatching",1,320
3514,12,"B12.S3xD1",805,806,"hatching",1,320
3515,12,"B12.S3xD1",805,806,"hatching",1,320
3516,12,"B12.S3xD1",805,806,"hatching",1,320
3517,12,"B12.S3xD1",805,806,"hatching",1,320
3518,12,"B12.S3xD1",805,806,"hatching",1,320
3519,12,"B12.S3xD1",805,806,"hatching",1,320
3520,12,"B12.S3xD1",805,806,"hatching",1,320
3521,12,"B12.S3xD1",805,806,"hatching",1,320
3522,12,"B12.S3xD1",805,806,"hatching",1,320
3523,12,"B12.S3xD1",805,806,"hatching",1,320
3524,12,"B12.S3xD1",805,806,"hatching",1,320
3525,12,"B12.S3xD1",805,806,"hatching",1,320
3526,12,"B12.S3xD1",805,806,"hatching",1,320
3527,12,"B12.S3xD1",805,806,"hatching",1,320
3528,12,"B12.S3xD1",805,806,"hatching",1,320
3529,12,"B12.S3xD1",805,806,"hatching",0,320
3530,12,"B12.S3xD1",805,806,"hatching",0,320
3531,12,"B12.S3xD1",805,806,"hatching",0,320
3532,12,"B12.S3xD1",805,806,"hatching",0,320
8438,12,"B12.S3xD1",805,806,"settling",1,321
8439,12,"B12.S3xD1",805,806,"settling",1,321
8440,12,"B12.S3xD1",805,806,"settling",1,321
8441,12,"B12.S3xD1",805,806,"settling",1,321
8442,12,"B12.S3xD1",805,806,"settling",1,321
8443,12,"B12.S3xD1",805,806,"settling",1,321
8444,12,"B12.S3xD1",805,806,"settling",1,321
8445,12,"B12.S3xD1",805,806,"settling",1,321
8446,12,"B12.S3xD1",805,806,"settling",1,321
8447,12,"B12.S3xD1",805,806,"settling",1,321
8448,12,"B12.S3xD1",805,806,"settling",1,321
8449,12,"B12.S3xD1",805,806,"settling",1,321
8450,12,"B12.S3xD1",805,806,"settling",1,321
8451,12,"B12.S3xD1",805,806,"settling",1,321
8452,12,"B12.S3xD1",805,806,"settling",1,321
8453,12,"B12.S3xD1",805,806,"settling",1,321
8454,12,"B12.S3xD1",805,806,"settling",0,321
8455,12,"B12.S3xD1",805,806,"settling",0,321
8456,12,"B12.S3xD1",805,806,"settling",0,321
8457,12,"B12.S3xD1",805,806,"settling",0,321
8458,12,"B12.S3xD1",805,806,"settling",0,321
8459,12,"B12.S3xD1",805,806,"settling",1,322
8460,12,"B12.S3xD1",805,806,"settling",1,322
8461,12,"B12.S3xD1",805,806,"settling",1,322
8462,12,"B12.S3xD1",805,806,"settling",1,322
8463,12,"B12.S3xD1",805,806,"settling",1,322
8464,12,"B12.S3xD1",805,806,"settling",1,322
8465,12,"B12.S3xD1",805,806,"settling",1,322
8466,12,"B12.S3xD1",805,806,"settling",1,322
8467,12,"B12.S3xD1",805,806,"settling",1,322
8468,12,"B12.S3xD1",805,806,"settling",1,322
8469,12,"B12.S3xD1",805,806,"settling",1,322
8470,12,"B12.S3xD1",805,806,"settling",1,322
8471,12,"B12.S3xD1",805,806,"settling",0,322
8472,12,"B12.S3xD1",805,806,"settling",0,322
8473,12,"B12.S3xD1",805,806,"settling",0,322
8474,12,"B12.S3xD1",805,806,"settling",0,322
8475,12,"B12.S3xD1",805,806,"settling",0,322
8476,12,"B12.S3xD1",805,806,"settling",0,322
8477,12,"B12.S3xD1",805,806,"settling",1,323
8478,12,"B12.S3xD1",805,806,"settling",1,323
8479,12,"B12.S3xD1",805,806,"settling",1,323
8480,12,"B12.S3xD1",805,806,"settling",1,323
8481,12,"B12.S3xD1",805,806,"settling",1,323
8482,12,"B12.S3xD1",805,806,"settling",1,323
8483,12,"B12.S3xD1",805,806,"settling",1,323
8484,12,"B12.S3xD1",805,806,"settling",1,323
8485,12,"B12.S3xD1",805,806,"settling",1,323
8486,12,"B12.S3xD1",805,806,"settling",1,323
8487,12,"B12.S3xD1",805,806,"settling",1,323
8488,12,"B12.S3xD1",805,806,"settling",1,323
8489,12,"B12.S3xD1",805,806,"settling",1,323
8490,12,"B12.S3xD1",805,806,"settling",1,323
8491,12,"B12.S3xD1",805,806,"settling",1,323
8492,12,"B12.S3xD1",805,806,"settling",1,323
8493,12,"B12.S3xD1",805,806,"settling",0,323
