"animal","block","family","sire","dam","trait","value","dish"
1144,16,"B16.S1xD1",1259,1262,"n.length",453.42,NA
4688,16,"B16.S1xD1",1259,1262,"hatching",1,498
4689,16,"B16.S1xD1",1259,1262,"hatching",1,498
4690,16,"B16.S1xD1",1259,1262,"hatching",1,498
4691,16,"B16.S1xD1",1259,1262,"hatching",1,498
4692,16,"B16.S1xD1",1259,1262,"hatching",1,498
4693,16,"B16.S1xD1",1259,1262,"hatching",1,498
4694,16,"B16.S1xD1",1259,1262,"hatching",1,498
4695,16,"B16.S1xD1",1259,1262,"hatching",1,498
4696,16,"B16.S1xD1",1259,1262,"hatching",1,498
4697,16,"B16.S1xD1",1259,1262,"hatching",1,498
4698,16,"B16.S1xD1",1259,1262,"hatching",1,498
4699,16,"B16.S1xD1",1259,1262,"hatching",1,498
4700,16,"B16.S1xD1",1259,1262,"hatching",1,498
4701,16,"B16.S1xD1",1259,1262,"hatching",1,498
4702,16,"B16.S1xD1",1259,1262,"hatching",1,498
4703,16,"B16.S1xD1",1259,1262,"hatching",1,498
4704,16,"B16.S1xD1",1259,1262,"hatching",1,498
4705,16,"B16.S1xD1",1259,1262,"hatching",1,498
4706,16,"B16.S1xD1",1259,1262,"hatching",1,498
4707,16,"B16.S1xD1",1259,1262,"hatching",0,498
4708,16,"B16.S1xD1",1259,1262,"hatching",1,499
4709,16,"B16.S1xD1",1259,1262,"hatching",1,499
4710,16,"B16.S1xD1",1259,1262,"hatching",1,499
4711,16,"B16.S1xD1",1259,1262,"hatching",1,499
4712,16,"B16.S1xD1",1259,1262,"hatching",1,499
4713,16,"B16.S1xD1",1259,1262,"hatching",1,499
4714,16,"B16.S1xD1",1259,1262,"hatching",1,499
4715,16,"B16.S1xD1",1259,1262,"hatching",1,499
4716,16,"B16.S1xD1",1259,1262,"hatching",1,499
4717,16,"B16.S1xD1",1259,1262,"hatching",1,499
4718,16,"B16.S1xD1",1259,1262,"hatching",1,499
4719,16,"B16.S1xD1",1259,1262,"hatching",1,499
4720,16,"B16.S1xD1",1259,1262,"hatching",1,499
4721,16,"B16.S1xD1",1259,1262,"hatching",1,499
4722,16,"B16.S1xD1",1259,1262,"hatching",1,499
4723,16,"B16.S1xD1",1259,1262,"hatching",1,500
4724,16,"B16.S1xD1",1259,1262,"hatching",1,500
4725,16,"B16.S1xD1",1259,1262,"hatching",1,500
4726,16,"B16.S1xD1",1259,1262,"hatching",1,500
4727,16,"B16.S1xD1",1259,1262,"hatching",1,500
4728,16,"B16.S1xD1",1259,1262,"hatching",1,500
4729,16,"B16.S1xD1",1259,1262,"hatching",1,500
4730,16,"B16.S1xD1",1259,1262,"hatching",1,500
4731,16,"B16.S1xD1",1259,1262,"hatching",1,500
4732,16,"B16.S1xD1",1259,1262,"hatching",1,500
4733,16,"B16.S1xD1",1259,1262,"hatching",1,500
4734,16,"B16.S1xD1",1259,1262,"hatching",1,500
4735,16,"B16.S1xD1",1259,1262,"hatching",1,500
4736,16,"B16.S1xD1",1259,1262,"hatching",1,500
4737,16,"B16.S1xD1",1259,1262,"hatching",1,500
4738,16,"B16.S1xD1",1259,1262,"hatching",1,500
4739,16,"B16.S1xD1",1259,1262,"hatching",1,500
4740,16,"B16.S1xD1",1259,1262,"hatching",1,500
4741,16,"B16.S1xD1",1259,1262,"hatching",1,500
4742,16,"B16.S1xD1",1259,1262,"hatching",1,500
4743,16,"B16.S1xD1",1259,1262,"hatching",1,500
1145,16,"B16.S1xD2",1259,1263,"h.length",218.31,NA
1145,16,"B16.S1xD2",1259,1263,"n.length",484.67,NA
1146,16,"B16.S1xD2",1259,1263,"h.length",208.86,NA
1146,16,"B16.S1xD2",1259,1263,"n.length",469.17,NA
1147,16,"B16.S1xD2",1259,1263,"h.length",216.9,NA
1147,16,"B16.S1xD2",1259,1263,"n.length",456.29,NA
1148,16,"B16.S1xD2",1259,1263,"h.length",204.46,NA
1148,16,"B16.S1xD2",1259,1263,"n.length",475.45,NA
1149,16,"B16.S1xD2",1259,1263,"h.length",215.85,NA
1149,16,"B16.S1xD2",1259,1263,"n.length",467.12,NA
1150,16,"B16.S1xD2",1259,1263,"h.length",207.6,NA
1150,16,"B16.S1xD2",1259,1263,"n.length",452.5,NA
1151,16,"B16.S1xD2",1259,1263,"h.length",220.63,NA
1151,16,"B16.S1xD2",1259,1263,"n.length",463.75,NA
1152,16,"B16.S1xD2",1259,1263,"h.length",218.82,NA
1152,16,"B16.S1xD2",1259,1263,"n.length",464.54,NA
1153,16,"B16.S1xD2",1259,1263,"h.length",225.03,NA
1153,16,"B16.S1xD2",1259,1263,"n.length",463.26,NA
1154,16,"B16.S1xD2",1259,1263,"h.length",228.94,NA
1154,16,"B16.S1xD2",1259,1263,"n.length",473.17,NA
1155,16,"B16.S1xD2",1259,1263,"h.length",222.8,NA
1155,16,"B16.S1xD2",1259,1263,"n.length",467.64,NA
1156,16,"B16.S1xD2",1259,1263,"h.length",211.29,NA
1156,16,"B16.S1xD2",1259,1263,"n.length",443.62,NA
4744,16,"B16.S1xD2",1259,1263,"hatching",1,504
4745,16,"B16.S1xD2",1259,1263,"hatching",1,504
4746,16,"B16.S1xD2",1259,1263,"hatching",1,504
4747,16,"B16.S1xD2",1259,1263,"hatching",1,504
4748,16,"B16.S1xD2",1259,1263,"hatching",1,504
4749,16,"B16.S1xD2",1259,1263,"hatching",1,504
4750,16,"B16.S1xD2",1259,1263,"hatching",1,504
4751,16,"B16.S1xD2",1259,1263,"hatching",1,504
4752,16,"B16.S1xD2",1259,1263,"hatching",1,504
4753,16,"B16.S1xD2",1259,1263,"hatching",1,504
4754,16,"B16.S1xD2",1259,1263,"hatching",1,504
4755,16,"B16.S1xD2",1259,1263,"hatching",1,504
4756,16,"B16.S1xD2",1259,1263,"hatching",1,504
4757,16,"B16.S1xD2",1259,1263,"hatching",1,504
4758,16,"B16.S1xD2",1259,1263,"hatching",1,504
4759,16,"B16.S1xD2",1259,1263,"hatching",1,505
4760,16,"B16.S1xD2",1259,1263,"hatching",1,505
4761,16,"B16.S1xD2",1259,1263,"hatching",1,505
4762,16,"B16.S1xD2",1259,1263,"hatching",1,505
4763,16,"B16.S1xD2",1259,1263,"hatching",1,505
4764,16,"B16.S1xD2",1259,1263,"hatching",1,505
4765,16,"B16.S1xD2",1259,1263,"hatching",1,505
4766,16,"B16.S1xD2",1259,1263,"hatching",1,505
4767,16,"B16.S1xD2",1259,1263,"hatching",1,505
4768,16,"B16.S1xD2",1259,1263,"hatching",1,505
4769,16,"B16.S1xD2",1259,1263,"hatching",1,505
4770,16,"B16.S1xD2",1259,1263,"hatching",1,505
4771,16,"B16.S1xD2",1259,1263,"hatching",1,505
4772,16,"B16.S1xD2",1259,1263,"hatching",1,505
4773,16,"B16.S1xD2",1259,1263,"hatching",1,505
4774,16,"B16.S1xD2",1259,1263,"hatching",1,506
4775,16,"B16.S1xD2",1259,1263,"hatching",1,506
4776,16,"B16.S1xD2",1259,1263,"hatching",1,506
4777,16,"B16.S1xD2",1259,1263,"hatching",1,506
4778,16,"B16.S1xD2",1259,1263,"hatching",1,506
4779,16,"B16.S1xD2",1259,1263,"hatching",1,506
4780,16,"B16.S1xD2",1259,1263,"hatching",1,506
4781,16,"B16.S1xD2",1259,1263,"hatching",1,506
4782,16,"B16.S1xD2",1259,1263,"hatching",1,506
4783,16,"B16.S1xD2",1259,1263,"hatching",1,506
4784,16,"B16.S1xD2",1259,1263,"hatching",1,506
4785,16,"B16.S1xD2",1259,1263,"hatching",1,506
4786,16,"B16.S1xD2",1259,1263,"hatching",1,506
4787,16,"B16.S1xD2",1259,1263,"hatching",1,506
4788,16,"B16.S1xD2",1259,1263,"hatching",1,506
4789,16,"B16.S1xD2",1259,1263,"hatching",1,506
4790,16,"B16.S1xD2",1259,1263,"hatching",1,506
1157,16,"B16.S1xD3",1259,1264,"h.length",206.18,NA
1157,16,"B16.S1xD3",1259,1264,"n.length",460.37,NA
1158,16,"B16.S1xD3",1259,1264,"h.length",221.89,NA
1158,16,"B16.S1xD3",1259,1264,"n.length",464.69,NA
1159,16,"B16.S1xD3",1259,1264,"h.length",226.43,NA
1159,16,"B16.S1xD3",1259,1264,"n.length",465.66,NA
1160,16,"B16.S1xD3",1259,1264,"h.length",215.16,NA
1160,16,"B16.S1xD3",1259,1264,"n.length",465.49,NA
1161,16,"B16.S1xD3",1259,1264,"h.length",226.11,NA
1161,16,"B16.S1xD3",1259,1264,"n.length",467,NA
1162,16,"B16.S1xD3",1259,1264,"h.length",223.61,NA
1162,16,"B16.S1xD3",1259,1264,"n.length",455.12,NA
1163,16,"B16.S1xD3",1259,1264,"h.length",214.8,NA
1163,16,"B16.S1xD3",1259,1264,"n.length",463.48,NA
1164,16,"B16.S1xD3",1259,1264,"h.length",196.81,NA
1164,16,"B16.S1xD3",1259,1264,"n.length",456.92,NA
1165,16,"B16.S1xD3",1259,1264,"h.length",201.6,NA
1165,16,"B16.S1xD3",1259,1264,"n.length",448.75,NA
1166,16,"B16.S1xD3",1259,1264,"h.length",217.83,NA
1166,16,"B16.S1xD3",1259,1264,"n.length",480.02,NA
1167,16,"B16.S1xD3",1259,1264,"h.length",221.51,NA
1167,16,"B16.S1xD3",1259,1264,"n.length",470.25,NA
1168,16,"B16.S1xD3",1259,1264,"h.length",204.81,NA
1168,16,"B16.S1xD3",1259,1264,"n.length",469.74,NA
4791,16,"B16.S1xD3",1259,1264,"hatching",1,510
4792,16,"B16.S1xD3",1259,1264,"hatching",1,510
4793,16,"B16.S1xD3",1259,1264,"hatching",1,510
4794,16,"B16.S1xD3",1259,1264,"hatching",1,510
4795,16,"B16.S1xD3",1259,1264,"hatching",1,510
4796,16,"B16.S1xD3",1259,1264,"hatching",1,510
4797,16,"B16.S1xD3",1259,1264,"hatching",1,510
4798,16,"B16.S1xD3",1259,1264,"hatching",1,510
4799,16,"B16.S1xD3",1259,1264,"hatching",1,510
4800,16,"B16.S1xD3",1259,1264,"hatching",1,510
4801,16,"B16.S1xD3",1259,1264,"hatching",1,510
4802,16,"B16.S1xD3",1259,1264,"hatching",1,510
4803,16,"B16.S1xD3",1259,1264,"hatching",1,510
4804,16,"B16.S1xD3",1259,1264,"hatching",1,510
4805,16,"B16.S1xD3",1259,1264,"hatching",1,510
4806,16,"B16.S1xD3",1259,1264,"hatching",1,510
4807,16,"B16.S1xD3",1259,1264,"hatching",1,510
4808,16,"B16.S1xD3",1259,1264,"hatching",1,510
4809,16,"B16.S1xD3",1259,1264,"hatching",1,510
4810,16,"B16.S1xD3",1259,1264,"hatching",1,510
4811,16,"B16.S1xD3",1259,1264,"hatching",1,510
4812,16,"B16.S1xD3",1259,1264,"hatching",1,510
4813,16,"B16.S1xD3",1259,1264,"hatching",1,510
4814,16,"B16.S1xD3",1259,1264,"hatching",1,511
4815,16,"B16.S1xD3",1259,1264,"hatching",1,511
4816,16,"B16.S1xD3",1259,1264,"hatching",1,511
4817,16,"B16.S1xD3",1259,1264,"hatching",1,511
4818,16,"B16.S1xD3",1259,1264,"hatching",1,511
4819,16,"B16.S1xD3",1259,1264,"hatching",1,511
4820,16,"B16.S1xD3",1259,1264,"hatching",1,511
4821,16,"B16.S1xD3",1259,1264,"hatching",1,511
4822,16,"B16.S1xD3",1259,1264,"hatching",1,511
4823,16,"B16.S1xD3",1259,1264,"hatching",1,511
4824,16,"B16.S1xD3",1259,1264,"hatching",1,511
4825,16,"B16.S1xD3",1259,1264,"hatching",1,511
4826,16,"B16.S1xD3",1259,1264,"hatching",1,511
4827,16,"B16.S1xD3",1259,1264,"hatching",1,511
4828,16,"B16.S1xD3",1259,1264,"hatching",1,511
4829,16,"B16.S1xD3",1259,1264,"hatching",1,511
4830,16,"B16.S1xD3",1259,1264,"hatching",1,511
4831,16,"B16.S1xD3",1259,1264,"hatching",1,511
4832,16,"B16.S1xD3",1259,1264,"hatching",0,511
4833,16,"B16.S1xD3",1259,1264,"hatching",0,511
4834,16,"B16.S1xD3",1259,1264,"hatching",1,512
4835,16,"B16.S1xD3",1259,1264,"hatching",1,512
4836,16,"B16.S1xD3",1259,1264,"hatching",1,512
4837,16,"B16.S1xD3",1259,1264,"hatching",1,512
4838,16,"B16.S1xD3",1259,1264,"hatching",1,512
4839,16,"B16.S1xD3",1259,1264,"hatching",1,512
4840,16,"B16.S1xD3",1259,1264,"hatching",1,512
4841,16,"B16.S1xD3",1259,1264,"hatching",1,512
4842,16,"B16.S1xD3",1259,1264,"hatching",1,512
4843,16,"B16.S1xD3",1259,1264,"hatching",1,512
4844,16,"B16.S1xD3",1259,1264,"hatching",1,512
4845,16,"B16.S1xD3",1259,1264,"hatching",1,512
4846,16,"B16.S1xD3",1259,1264,"hatching",1,512
4847,16,"B16.S1xD3",1259,1264,"hatching",1,512
4848,16,"B16.S1xD3",1259,1264,"hatching",1,512
1169,16,"B16.S2xD1",1260,1262,"h.length",206.45,NA
1169,16,"B16.S2xD1",1260,1262,"n.length",446.1,NA
1170,16,"B16.S2xD1",1260,1262,"h.length",207.28,NA
1170,16,"B16.S2xD1",1260,1262,"n.length",459.59,NA
1171,16,"B16.S2xD1",1260,1262,"h.length",199.8,NA
1171,16,"B16.S2xD1",1260,1262,"n.length",442.44,NA
1172,16,"B16.S2xD1",1260,1262,"h.length",206.19,NA
1172,16,"B16.S2xD1",1260,1262,"n.length",454.92,NA
1173,16,"B16.S2xD1",1260,1262,"h.length",196.98,NA
1173,16,"B16.S2xD1",1260,1262,"n.length",447.08,NA
1174,16,"B16.S2xD1",1260,1262,"h.length",200.08,NA
1174,16,"B16.S2xD1",1260,1262,"n.length",446.11,NA
1175,16,"B16.S2xD1",1260,1262,"h.length",180.98,NA
1175,16,"B16.S2xD1",1260,1262,"n.length",432.03,NA
1176,16,"B16.S2xD1",1260,1262,"h.length",203.04,NA
1176,16,"B16.S2xD1",1260,1262,"n.length",453.53,NA
1177,16,"B16.S2xD1",1260,1262,"h.length",214.56,NA
1177,16,"B16.S2xD1",1260,1262,"n.length",456.89,NA
1178,16,"B16.S2xD1",1260,1262,"h.length",209.47,NA
1178,16,"B16.S2xD1",1260,1262,"n.length",461.9,NA
1179,16,"B16.S2xD1",1260,1262,"h.length",213.92,NA
1179,16,"B16.S2xD1",1260,1262,"n.length",456.45,NA
1180,16,"B16.S2xD1",1260,1262,"h.length",174.39,NA
1180,16,"B16.S2xD1",1260,1262,"n.length",413.91,NA
4849,16,"B16.S2xD1",1260,1262,"hatching",1,516
4850,16,"B16.S2xD1",1260,1262,"hatching",1,516
4851,16,"B16.S2xD1",1260,1262,"hatching",1,516
4852,16,"B16.S2xD1",1260,1262,"hatching",1,516
4853,16,"B16.S2xD1",1260,1262,"hatching",1,516
4854,16,"B16.S2xD1",1260,1262,"hatching",1,516
4855,16,"B16.S2xD1",1260,1262,"hatching",1,516
4856,16,"B16.S2xD1",1260,1262,"hatching",1,516
4857,16,"B16.S2xD1",1260,1262,"hatching",1,516
4858,16,"B16.S2xD1",1260,1262,"hatching",1,516
4859,16,"B16.S2xD1",1260,1262,"hatching",1,516
4860,16,"B16.S2xD1",1260,1262,"hatching",1,516
4861,16,"B16.S2xD1",1260,1262,"hatching",1,516
4862,16,"B16.S2xD1",1260,1262,"hatching",1,516
4863,16,"B16.S2xD1",1260,1262,"hatching",1,516
4864,16,"B16.S2xD1",1260,1262,"hatching",1,516
4865,16,"B16.S2xD1",1260,1262,"hatching",1,516
4866,16,"B16.S2xD1",1260,1262,"hatching",1,516
4867,16,"B16.S2xD1",1260,1262,"hatching",0,516
4868,16,"B16.S2xD1",1260,1262,"hatching",0,516
4869,16,"B16.S2xD1",1260,1262,"hatching",1,517
4870,16,"B16.S2xD1",1260,1262,"hatching",1,517
4871,16,"B16.S2xD1",1260,1262,"hatching",1,517
4872,16,"B16.S2xD1",1260,1262,"hatching",1,517
4873,16,"B16.S2xD1",1260,1262,"hatching",1,517
4874,16,"B16.S2xD1",1260,1262,"hatching",1,517
4875,16,"B16.S2xD1",1260,1262,"hatching",1,517
4876,16,"B16.S2xD1",1260,1262,"hatching",1,517
4877,16,"B16.S2xD1",1260,1262,"hatching",1,517
4878,16,"B16.S2xD1",1260,1262,"hatching",1,517
4879,16,"B16.S2xD1",1260,1262,"hatching",1,517
4880,16,"B16.S2xD1",1260,1262,"hatching",1,517
4881,16,"B16.S2xD1",1260,1262,"hatching",1,517
4882,16,"B16.S2xD1",1260,1262,"hatching",1,517
4883,16,"B16.S2xD1",1260,1262,"hatching",1,517
4884,16,"B16.S2xD1",1260,1262,"hatching",1,517
4885,16,"B16.S2xD1",1260,1262,"hatching",1,517
4886,16,"B16.S2xD1",1260,1262,"hatching",1,517
4887,16,"B16.S2xD1",1260,1262,"hatching",1,518
4888,16,"B16.S2xD1",1260,1262,"hatching",1,518
4889,16,"B16.S2xD1",1260,1262,"hatching",1,518
4890,16,"B16.S2xD1",1260,1262,"hatching",1,518
4891,16,"B16.S2xD1",1260,1262,"hatching",1,518
4892,16,"B16.S2xD1",1260,1262,"hatching",1,518
4893,16,"B16.S2xD1",1260,1262,"hatching",1,518
4894,16,"B16.S2xD1",1260,1262,"hatching",1,518
4895,16,"B16.S2xD1",1260,1262,"hatching",1,518
4896,16,"B16.S2xD1",1260,1262,"hatching",1,518
4897,16,"B16.S2xD1",1260,1262,"hatching",1,518
4898,16,"B16.S2xD1",1260,1262,"hatching",1,518
4899,16,"B16.S2xD1",1260,1262,"hatching",1,518
4900,16,"B16.S2xD1",1260,1262,"hatching",1,518
4901,16,"B16.S2xD1",1260,1262,"hatching",1,518
4902,16,"B16.S2xD1",1260,1262,"hatching",1,518
4903,16,"B16.S2xD1",1260,1262,"hatching",1,518
4904,16,"B16.S2xD1",1260,1262,"hatching",1,518
1181,16,"B16.S2xD2",1260,1263,"h.length",215.9,NA
1181,16,"B16.S2xD2",1260,1263,"n.length",465.44,NA
1182,16,"B16.S2xD2",1260,1263,"h.length",200.64,NA
1182,16,"B16.S2xD2",1260,1263,"n.length",448.75,NA
1183,16,"B16.S2xD2",1260,1263,"h.length",210.21,NA
1183,16,"B16.S2xD2",1260,1263,"n.length",455.9,NA
1184,16,"B16.S2xD2",1260,1263,"h.length",214.4,NA
1184,16,"B16.S2xD2",1260,1263,"n.length",455.54,NA
1185,16,"B16.S2xD2",1260,1263,"h.length",221.47,NA
1185,16,"B16.S2xD2",1260,1263,"n.length",448.14,NA
1186,16,"B16.S2xD2",1260,1263,"h.length",220.51,NA
1186,16,"B16.S2xD2",1260,1263,"n.length",472.42,NA
1187,16,"B16.S2xD2",1260,1263,"h.length",213.46,NA
1187,16,"B16.S2xD2",1260,1263,"n.length",463.56,NA
1188,16,"B16.S2xD2",1260,1263,"h.length",187.44,NA
1188,16,"B16.S2xD2",1260,1263,"n.length",429.07,NA
1189,16,"B16.S2xD2",1260,1263,"h.length",198.05,NA
1189,16,"B16.S2xD2",1260,1263,"n.length",454.97,NA
1190,16,"B16.S2xD2",1260,1263,"h.length",211.29,NA
1190,16,"B16.S2xD2",1260,1263,"n.length",452.54,NA
1191,16,"B16.S2xD2",1260,1263,"h.length",214.07,NA
1191,16,"B16.S2xD2",1260,1263,"n.length",462.79,NA
1192,16,"B16.S2xD2",1260,1263,"h.length",231.09,NA
1192,16,"B16.S2xD2",1260,1263,"n.length",466.1,NA
4905,16,"B16.S2xD2",1260,1263,"hatching",1,522
4906,16,"B16.S2xD2",1260,1263,"hatching",1,522
4907,16,"B16.S2xD2",1260,1263,"hatching",1,522
4908,16,"B16.S2xD2",1260,1263,"hatching",1,522
4909,16,"B16.S2xD2",1260,1263,"hatching",1,522
4910,16,"B16.S2xD2",1260,1263,"hatching",1,522
4911,16,"B16.S2xD2",1260,1263,"hatching",1,522
4912,16,"B16.S2xD2",1260,1263,"hatching",1,522
4913,16,"B16.S2xD2",1260,1263,"hatching",1,522
4914,16,"B16.S2xD2",1260,1263,"hatching",1,522
4915,16,"B16.S2xD2",1260,1263,"hatching",1,522
4916,16,"B16.S2xD2",1260,1263,"hatching",1,522
4917,16,"B16.S2xD2",1260,1263,"hatching",1,522
4918,16,"B16.S2xD2",1260,1263,"hatching",1,522
4919,16,"B16.S2xD2",1260,1263,"hatching",1,522
4920,16,"B16.S2xD2",1260,1263,"hatching",0,522
4921,16,"B16.S2xD2",1260,1263,"hatching",1,523
4922,16,"B16.S2xD2",1260,1263,"hatching",1,523
4923,16,"B16.S2xD2",1260,1263,"hatching",1,523
4924,16,"B16.S2xD2",1260,1263,"hatching",1,523
4925,16,"B16.S2xD2",1260,1263,"hatching",1,523
4926,16,"B16.S2xD2",1260,1263,"hatching",1,523
4927,16,"B16.S2xD2",1260,1263,"hatching",1,523
4928,16,"B16.S2xD2",1260,1263,"hatching",1,523
4929,16,"B16.S2xD2",1260,1263,"hatching",1,523
4930,16,"B16.S2xD2",1260,1263,"hatching",1,523
4931,16,"B16.S2xD2",1260,1263,"hatching",1,523
4932,16,"B16.S2xD2",1260,1263,"hatching",1,523
4933,16,"B16.S2xD2",1260,1263,"hatching",1,523
4934,16,"B16.S2xD2",1260,1263,"hatching",1,523
4935,16,"B16.S2xD2",1260,1263,"hatching",1,523
4936,16,"B16.S2xD2",1260,1263,"hatching",1,523
4937,16,"B16.S2xD2",1260,1263,"hatching",1,523
4938,16,"B16.S2xD2",1260,1263,"hatching",1,523
4939,16,"B16.S2xD2",1260,1263,"hatching",1,523
4940,16,"B16.S2xD2",1260,1263,"hatching",1,524
4941,16,"B16.S2xD2",1260,1263,"hatching",1,524
4942,16,"B16.S2xD2",1260,1263,"hatching",1,524
4943,16,"B16.S2xD2",1260,1263,"hatching",1,524
4944,16,"B16.S2xD2",1260,1263,"hatching",1,524
4945,16,"B16.S2xD2",1260,1263,"hatching",1,524
4946,16,"B16.S2xD2",1260,1263,"hatching",1,524
4947,16,"B16.S2xD2",1260,1263,"hatching",1,524
4948,16,"B16.S2xD2",1260,1263,"hatching",1,524
4949,16,"B16.S2xD2",1260,1263,"hatching",1,524
4950,16,"B16.S2xD2",1260,1263,"hatching",1,524
4951,16,"B16.S2xD2",1260,1263,"hatching",1,524
4952,16,"B16.S2xD2",1260,1263,"hatching",1,524
4953,16,"B16.S2xD2",1260,1263,"hatching",1,524
4954,16,"B16.S2xD2",1260,1263,"hatching",1,524
4955,16,"B16.S2xD2",1260,1263,"hatching",1,524
4956,16,"B16.S2xD2",1260,1263,"hatching",1,524
4957,16,"B16.S2xD2",1260,1263,"hatching",1,524
4958,16,"B16.S2xD2",1260,1263,"hatching",1,524
4959,16,"B16.S2xD2",1260,1263,"hatching",1,524
4960,16,"B16.S2xD2",1260,1263,"hatching",1,524
1193,16,"B16.S2xD3",1260,1264,"h.length",215.71,NA
1193,16,"B16.S2xD3",1260,1264,"n.length",463.02,NA
1194,16,"B16.S2xD3",1260,1264,"h.length",203.3,NA
1194,16,"B16.S2xD3",1260,1264,"n.length",457.03,NA
1195,16,"B16.S2xD3",1260,1264,"h.length",188.46,NA
1195,16,"B16.S2xD3",1260,1264,"n.length",441.83,NA
1196,16,"B16.S2xD3",1260,1264,"h.length",212.94,NA
1196,16,"B16.S2xD3",1260,1264,"n.length",453.06,NA
1197,16,"B16.S2xD3",1260,1264,"h.length",193.44,NA
1197,16,"B16.S2xD3",1260,1264,"n.length",459.73,NA
1198,16,"B16.S2xD3",1260,1264,"h.length",216.88,NA
1198,16,"B16.S2xD3",1260,1264,"n.length",459.53,NA
1199,16,"B16.S2xD3",1260,1264,"h.length",214.97,NA
1199,16,"B16.S2xD3",1260,1264,"n.length",442.18,NA
1200,16,"B16.S2xD3",1260,1264,"h.length",207.98,NA
1200,16,"B16.S2xD3",1260,1264,"n.length",449.93,NA
1201,16,"B16.S2xD3",1260,1264,"h.length",195.73,NA
1201,16,"B16.S2xD3",1260,1264,"n.length",465.89,NA
1202,16,"B16.S2xD3",1260,1264,"h.length",213.76,NA
1202,16,"B16.S2xD3",1260,1264,"n.length",462.66,NA
1203,16,"B16.S2xD3",1260,1264,"h.length",209.93,NA
1203,16,"B16.S2xD3",1260,1264,"n.length",464.17,NA
1204,16,"B16.S2xD3",1260,1264,"h.length",195.74,NA
1204,16,"B16.S2xD3",1260,1264,"n.length",450.5,NA
4961,16,"B16.S2xD3",1260,1264,"hatching",1,528
4962,16,"B16.S2xD3",1260,1264,"hatching",1,528
4963,16,"B16.S2xD3",1260,1264,"hatching",1,528
4964,16,"B16.S2xD3",1260,1264,"hatching",1,528
4965,16,"B16.S2xD3",1260,1264,"hatching",1,528
4966,16,"B16.S2xD3",1260,1264,"hatching",1,528
4967,16,"B16.S2xD3",1260,1264,"hatching",1,528
4968,16,"B16.S2xD3",1260,1264,"hatching",1,528
4969,16,"B16.S2xD3",1260,1264,"hatching",1,528
4970,16,"B16.S2xD3",1260,1264,"hatching",1,528
4971,16,"B16.S2xD3",1260,1264,"hatching",1,528
4972,16,"B16.S2xD3",1260,1264,"hatching",1,528
4973,16,"B16.S2xD3",1260,1264,"hatching",1,528
4974,16,"B16.S2xD3",1260,1264,"hatching",1,528
4975,16,"B16.S2xD3",1260,1264,"hatching",1,528
4976,16,"B16.S2xD3",1260,1264,"hatching",1,528
4977,16,"B16.S2xD3",1260,1264,"hatching",1,528
4978,16,"B16.S2xD3",1260,1264,"hatching",1,528
4979,16,"B16.S2xD3",1260,1264,"hatching",0,528
4980,16,"B16.S2xD3",1260,1264,"hatching",1,529
4981,16,"B16.S2xD3",1260,1264,"hatching",1,529
4982,16,"B16.S2xD3",1260,1264,"hatching",1,529
4983,16,"B16.S2xD3",1260,1264,"hatching",1,529
4984,16,"B16.S2xD3",1260,1264,"hatching",1,529
4985,16,"B16.S2xD3",1260,1264,"hatching",1,529
4986,16,"B16.S2xD3",1260,1264,"hatching",1,529
4987,16,"B16.S2xD3",1260,1264,"hatching",1,529
4988,16,"B16.S2xD3",1260,1264,"hatching",1,529
4989,16,"B16.S2xD3",1260,1264,"hatching",1,529
4990,16,"B16.S2xD3",1260,1264,"hatching",1,529
4991,16,"B16.S2xD3",1260,1264,"hatching",1,529
4992,16,"B16.S2xD3",1260,1264,"hatching",1,529
4993,16,"B16.S2xD3",1260,1264,"hatching",1,529
4994,16,"B16.S2xD3",1260,1264,"hatching",1,529
4995,16,"B16.S2xD3",1260,1264,"hatching",1,529
4996,16,"B16.S2xD3",1260,1264,"hatching",1,529
4997,16,"B16.S2xD3",1260,1264,"hatching",1,530
4998,16,"B16.S2xD3",1260,1264,"hatching",1,530
4999,16,"B16.S2xD3",1260,1264,"hatching",1,530
5000,16,"B16.S2xD3",1260,1264,"hatching",1,530
5001,16,"B16.S2xD3",1260,1264,"hatching",1,530
5002,16,"B16.S2xD3",1260,1264,"hatching",1,530
5003,16,"B16.S2xD3",1260,1264,"hatching",1,530
5004,16,"B16.S2xD3",1260,1264,"hatching",1,530
5005,16,"B16.S2xD3",1260,1264,"hatching",1,530
5006,16,"B16.S2xD3",1260,1264,"hatching",1,530
5007,16,"B16.S2xD3",1260,1264,"hatching",1,530
5008,16,"B16.S2xD3",1260,1264,"hatching",1,530
5009,16,"B16.S2xD3",1260,1264,"hatching",1,530
5010,16,"B16.S2xD3",1260,1264,"hatching",1,530
5011,16,"B16.S2xD3",1260,1264,"hatching",1,530
5012,16,"B16.S2xD3",1260,1264,"hatching",1,530
5013,16,"B16.S2xD3",1260,1264,"hatching",0,530
1205,16,"B16.S3xD1",1261,1262,"h.length",213.37,NA
1205,16,"B16.S3xD1",1261,1262,"n.length",450.39,NA
1206,16,"B16.S3xD1",1261,1262,"h.length",209.21,NA
1206,16,"B16.S3xD1",1261,1262,"n.length",454.27,NA
1207,16,"B16.S3xD1",1261,1262,"h.length",217.75,NA
1207,16,"B16.S3xD1",1261,1262,"n.length",420.64,NA
